abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,False,False,0.9732574500000001,False,Fix CDSE credentials and run imagery at confirmed AEP Brackett substation coords — battery pad would be compact and visible | PUCT Interchange requires browser session — check FilingParty='Kinney County Energy' and developer 'Hexagon Energy' for any IA or study filings,False,24INR0541,False,0,Kinney County Energy,ok,40,
False,False,False,1.0253853000000002,False,"Confirm whether sibling project 26INR0589 (Goat Mountain BESS, 201 MW) has an IA — if so, 26INR0611 may piggyback or share siting; 26INR0589 is the more credible build | PUCT Interchange browser search for 'Goat Wind' or 'Goat Mountain' — could reveal IA or CPCN filings not reachable via scraping",False,26INR0611,False,0,Goat Mountain BESS 2,ok,49,
False,False,False,0.7576166999999998,False,If priority changes: verify Freestone Solar LLC parentage via TX SOS to identify actual developer | PUCT Interchange was fully blocked (402) — check manually for any late-2024/2025 IA filings,False,24INR0532,False,0,Timber Cove Solar SLF,ok,35,
True,True,False,0.8154490499999997,True,"PUCT Docket 35077 (Oncor IA) — retrieve milestone-schedule exhibit; portal requires session auth (HTTP 402 during triage) | CDSE imagery around Big Spring substation (~32.25, -101.48) — fix credentials, run 3x3 tight grid to confirm or refute construction start",True,25INR0143,False,0,Ariji BESS,ok,38,
True,True,False,0.8559604499999999,True,"PUCT Interchange IA search — portal blocked during triage (requires browser session); project has no IA milestone but abatement was approved, so IA may exist under a slightly different filing-party name | Imagery at 29.95389, -97.665449 (2-km buffer) — site pinned from county record but construction status completely unknown; needs CDSE credentials",False,23INR0503,True,0,Ardesia Storage,ok,42,
False,False,False,0.7241952000000001,False,Identify developer/owner: no name surfaced via web sweep — try TX SOS entity search for 'Palmvalley Storage LLC' and ERCOT PGC/NOIE filings | PUCT Interchange IA search: portal blocked in triage; retry with authenticated session for FilingParty='Palmvalley Storage' or Description='25INR0192',False,25INR0192,False,0,Palmvalley Storage,ok,35,
False,True,False,0.8069629499999998,True,"CDSE credentials — fix auth and run imagery at Nixon TX (29.27, -97.77) with a 2024 baseline to check for panel installation | AUI Partners page confirms EPC contract and 2026 completion target — verify with PUCT Interchange IA filing (portal was blocked, not absent)",False,23INR0231,True,0,Hoke Solar,ok,37,
False,False,False,0.7809369,False,Identify developer/parent behind FLIFER LLC via TX SOS or SEC filings — unknown entity with no web presence is itself a signal | POI substations ('Yucca Drive Switch' bus#1009 / 'Sand Tank' bus#11197) — locate on ERCOT transmission map to get a site polygon for imagery,False,24INR0538,False,0,FLIFER Solar I,ok,39,
False,True,False,0.8577718500000001,False,"Locate Elliott (Bus #53) / Franklin (Bus #57) 69kV substation coordinates via ERCOT transmission maps or OpenInfraMap to enable imagery run | PUCT Interchange IA search once portal access available — IA not signed as of 2026-06, critical gate",False,25INR0497,False,0,Stegall Solar,ok,34,
False,True,False,1.1805115500000007,True,"IA exists (signed 2024-08-01 per queue) but no document located — fetch from PUCT Interchange once portal is accessible; extract parties, POI page, and milestone-schedule exhibit | Developer 'Phoenix Battery Storage LLC' unverified — check TX Secretary of State for entity registration; look for parent company or EPC contractor",False,26INR0296,False,0,Sherbino II BESS SLF,ok,48,
False,False,False,1.4300009999999996,False,Configure CDSE credentials and pull Latexo-area imagery to confirm whether a gravel pad/container rows are visible near the 6732-6733 138kV line | Attempt PUCT Interchange search when portal access is restored — IA would be the single highest-value document for this project,False,26INR0177,False,0,Dionysus Storage,ok,53,
False,False,False,0.9831183000000001,False,Locate Cedar Ave (CEDAVA) and Friendship (FRIEND) 138 kV substations in Hays County to establish imagery target — check ERCOT planning docs or OSM for substation coordinates | Check TX SOS for SPV/LLC registration of 'PaleAle BESS LLC' or recent Momentum Energy Storage Partners entity filings,False,24INR0387,False,0,PaleAle BESS,ok,45,
False,False,False,1.04511345,False,Locate Falcon Seaboard substation coordinates (Oncor GIS / OpenInfraMap) to enable imagery | Retry PUCT Interchange search for 'PRI Solar' and 'PRI Solar LLC' when portal is accessible,False,28INR0419,False,0,PRI Solar,ok,45,
False,True,False,1.2321733499999998,True,IA exists (iaSigned=2023-08-03) but PUCT Interchange blocked during triage — retrieve IA PDF via alternate access to confirm milestone schedule and counterparty (developer name unknown) | Developer identity unknown after web sweep; try Texas SOS entity search for 'Starling Storage LLC' and any parent company,True,23INR0181,False,0,Starling Storage,ok,53,
False,True,False,1.0854385500000001,True,"IA exists (iaSigned=2022-11-30) but PUCT Interchange blocked during triage — retrieve IA PDF for milestone schedule exhibit and counterparty/developer identity | Developer/owner identity unknown — no news, no LLC registration surfaced; TX SOS entity search for 'Orange Grove BESS LLC' needed",True,23INR0331,False,0,Orange Grove BESS,ok,48,
False,True,False,0.6944013000000001,False,FIS approval status — no FIS approved after 3 yrs in queue; check if study is stalled or withdrawn | IA status — PUCT Interchange was blocked (402); retry to confirm no IA or find a draft IA,False,25INR0394,False,0,Orchard Ray BESS,ok,32,
False,False,False,0.9360405000000002,False,"PUCT Interchange IA search once portal access is restored — IA signing would materially change the verdict | CDSE imagery once credentials are fixed — site candidate (Elliot Substation, 30.951,-96.576) is well-located for a quick visual check",False,25INR0498,False,0,Stegall Storage,ok,43,
False,False,False,1.0120103999999999,False,"PUCT Interchange search for IA filing once portal accessible (all T4 attempts returned 402) | CDSE imagery at 32.001,-100.289 once credentials restored — confirm or deny bare-ground pad near Fort Chadbourne substation",False,26INR0218,False,0,Fort Chadbourne Cattle BESS,ok,44,
False,False,False,0.9204820500000002,False,"Confirm Graphic Packaging International (GPI) Waco mill as the host site — if GPI has a Waco CRB/converting facility, that anchors the project as behind-the-meter industrial cogen | Castleman Substation / Peppervine Switch 138kV location — Oncor's transmission asset map or ERCOT public network model would give coords and thereby a site candidate for imagery",False,26INR0111,False,0,Graphic Packaging Gas,ok,38,
False,True,False,1.2895932,True,"PUCT Interchange IA PDF — portal blocked in triage; retrieve IA (signed 2022-04-25) to get POI coordinates, milestone schedule, and developer/counterparty names | Developer identity unknown — no web presence found; IA parties page should name the interconnecting entity and any parent company",True,23INR0232,False,0,Hoke Storage,ok,55,
False,False,False,1.1690183999999997,False,If revisiting: locate Castle Mountain 138kV substation precisely (ERCOT GISR shapefiles or ATC transmission maps) and run tight 1-km chip around it | Check TX SOS for Crane BESS LLC registration date and registered agent — may indicate whether developer is active or dormant,False,23INR0308,False,0,Fowler Ranch Storage,ok,51,
False,False,False,0.84695295,False,TCEQ air permit (NSR) search for Ward County gas reciprocating — no air permit = strong paper-project confirmation | Texas SOS entity search for 'Monahans Power Gas LLC' to confirm company registration and identify developer,False,26INR0724,False,0,Monahans Power Gas,ok,35,
False,False,False,0.8618511000000001,False,"TCEQ air permit (NSR) search for 'Midlothian 4' or site address — no air permit would confirm paper project; an active permit would be the single strongest reality signal | PUCT Interchange search with authenticated session for FilingParty variations (Midlothian 4, Midlothian Energy, ANP Midlothian) — IA status is unverified due to portal 402",False,22INR0523,False,0,Midlothian 4 repower,ok,36,
False,False,False,1.0168982999999998,False,TCEQ air permit (NSR) search by facility name / address in Midlothian TX — no permit = paper project confirmed | PUCT Interchange direct search for dockets with 'Midlothian Unit 2' when portal becomes accessible,False,21INR0534,False,0,Midlothian Unit 2 repower,ok,43,
False,False,False,0.8348841000000002,False,Confirm site location — POI '1940 Midlothian ELP 345kV' may map to a specific parcel; verify via ERCOT GIS substation coordinates | TCEQ air permit search for Midlothian Energy LLC or existing Midlothian Energy Center NSR permit amendment — mandatory for any repower; absence confirms paper status,False,22INR0543,False,0,Midlothian Unit 3 repower,ok,40,
False,True,False,0.8723482500000002,True,"PUCT IA ControlNumber=35077 — fetch Third Amended SGIA parties/POI page and milestone schedule exhibit (PUCT portal blocked at 402 during triage) | FAA OE/AAA obstruction filings for new uprate turbines — exact coordinates, hub heights; decisive for site location",True,26INR0726,False,0,Roadrunner Crossing Wind (Uprate),ok,39,
False,False,False,0.7908253500000002,False,Confirm queue closeout status: why does ERCOT still show 0 MW and COD 2027 for a project commissioned in 2019 — check if a separate capacity amendment or commercial operation approval filing is pending | PUCT Interchange IA: queue shows iaSigned=2007-11-30 (original project); verify whether a repower IA amendment was filed — PUCT portal was blocked (402) during triage,True,19INR0174,True,0,Elbow Creek repower,ok,34,
False,True,False,1.0305063,True,"Configure CDSE creds and run Sentinel-2 chip at 33.49306,-98.58194 (buffer 1 km) for May/Jun 2026 to confirm gravel pad + container rows | PUCT Interchange search for 'Bobcat Bluff Storage SLF LLC' or 'EDF Renewables' — IA signed 2026-01-12, milestone schedule likely on file",True,25INR0616,True,0,Bobcat Bluff Storage SLF,ok,41,
False,False,False,1.21611735,False,Confirm 0 MW capacity meaning (true withdrawal vs. data artifact) — check raw queue xlsx | TX SOS business search for 'Cachena Storage SLF LLC' to identify developer and confirm active entity,False,23INR0077,False,0,Cachena Storage SLF,ok,56,
False,True,False,1.27362705,False,Locate Winkler 138 kV substation coordinates via ERCOT transmission map or Oncor planning docs to get a real site candidate for imagery | PUCT Interchange manual search (portal blocked in triage) for IA filings under 'Timber Cove Storage SLF' — FIS may have advanced,False,26INR0394,False,0,Timber Cove Storage SLF,ok,57,
False,False,False,0.8813124,False,Tesla/Giga Texas Energy LLC PUCT filings (Reg #53132) — check for IA or amendment filings when PUCT Interchange is accessible | Confirm whether Hornsby Substation location is a plausible 53 MW solar site (Travis County is mostly urban/suburban — site feasibility questionable),False,24INR0372,False,0,GIGA AUSTIN SOLAR,ok,41,
