abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,True,False,1.0466035500000002,True,TEF docket — Phase 1 (27INR0297) is explicitly labeled '(TEF Due Diligence)'; confirm whether Phase 2 is also a TEF applicant and check PUCT TEF docket for due-diligence status and loan approval | TCEQ air permit (NSR) — mandatory for gas recip; no permit number found; absence is a paper-project red flag; search TCEQ STEERS by applicant 'Pecos Power Plant' and county Reeves,True,28INR0413,False,0,Tolivar Power Plant Phase 2,ok,44,
False,True,False,0.8447614499999997,True,"PUCT control 35077 — IA filed by Throckmorton Wind LLC vs ETT; retrieve IA PDF for milestone schedule exhibit (blocked via WebFetch 402) | FAA OE/AAA turbine filings for Haskell County — decisive for exact turbine coordinates; portal was down (shutdown), retry in deep scan",True,24INR0291,True,0,Rubicon Alpha Wind,ok,41,
True,False,False,0.78335745,True,Ch.313 application #1694 (Kerens ISD) — retrieve PDF for exact site parcel/coordinates and milestone schedule | PUCT Interchange IA status — search with developer name 'GoodAlta Power Center LLC' via authenticated session,False,23INR0171,True,0,Goodalta Solar,ok,36,
False,False,False,0.8808579,False,Fix CDSE credentials (~/.config/gis-research.env) then re-run imagery around Palmito substation to establish greenfield vs. early-site-prep baseline | Check Texas SOS for 'Puerto Del Sol 2 LLC' registration and any parent/developer entity,False,27INR0002,False,0,Puerto Del Sol 2,ok,38,
False,False,False,0.9700620000000002,True,PUCT Interchange filings: portal blocked during triage — try with authenticated session for any IA or pre-application filings under 'Mesquite Creek Wind' or 'Duke Energy Renewables' | FAA OE/AAA obstruction filings for Dawson County wind turbines — repower may have filed new tower height notices; cross-check with existing turbine database for repowered specs,False,27INR0501,False,0,Mesquite Creek Windpower Repower,ok,43,
False,False,False,0.8399443499999999,False,Locate Tango substation (bus 8689) coordinates to bound the PawneeSW–Tango line segment for imagery | Identify developer/sponsor behind BumbleBee Solar Farm LLC via TX SOS SOSDirect lookup,False,26INR0412,False,0,BumbleBee Solar,ok,39,
False,True,False,0.8603464499999999,True,PUCT Interchange blocked (402) — retry via direct docket search or alternative access to find IA and milestone schedule | Blue Substation #44060 location not resolved — query ERCOT transmission GIS or AEP/CenterPoint facility maps to get coordinates for imagery targeting,False,26INR0474,False,0,Sorghum BESS,ok,36,
False,True,False,0.8618652000000002,True,"IA schedule exhibit: PUCT Control 35077 item 1409 + item 1543 — portal 402-blocked during triage; try authenticated PUCT session or request PDF directly to extract milestone dates and CEII status | Parent developer: 'Belltown Power Texas' named in IA filing — research company, portfolio, financing history",True,22INR0552,False,0,Sowers Storage,ok,39,
False,True,False,0.7466429999999998,True,"PUCT Interchange IA search — portal returned 402 this pass; retry from authenticated session or browser; IA signed date would confirm project commitment | LLC identity — aggregators cite 'Rusk BESS, LLC' not 'Zeus Rusk BESS, LLC'; TX SOS lookup to confirm legal name and parent/developer",False,25INR0591,False,0,Zeus Rusk BESS,ok,35,
False,True,False,1.0663063499999998,True,"CDSE imagery at Leon Creek Switchyard (29.3503, -98.5752) — BESS pad likely within 1 km; needs credentials | PUCT Interchange filings for 'Ambar Power Holdco LLC' or 'Coval Infrastructure DevCo LLC' — IA filing likely pre-dates FIS approval but watch for study agreement docs",False,27INR0393,False,0,Ferdinand Grid BESS II,ok,47,
False,False,False,1.0854183,False,If pursuing: locate Burwick 345kV substation coords via ERCOT NOM/transmission planning docs to enable imagery | Check TX SOS business registry for 'Liberty Senate Energy Storage 1 LLC' to surface parent developer,False,23INR0334,False,0,Liberty Senate Energy Storage 1,ok,41,
False,False,False,0.9455218499999997,True,"OCI parent entity — confirm 'OCI San Antonio Bravo BESS LLC' parent; search OCI Solar Power or OCI Global for TX pipeline and financial capacity | Imagery at CENIZO substation once CDSE credentials are configured — 27.3276N 99.4116W, 2km buffer; check for grading/pad work",False,27INR0398,False,0,Bravo BESS,ok,43,
False,True,False,0.9207058499999999,True,"Resolve exact North Alvin TNMP substation coords via EIA/ERCOT transmission maps, then re-run tight BESS imagery search | Pull PUCT Interchange IA PDF (filing party: Aldrin 138 BESS or Aldrin Energy Storage) — extract milestone schedule to assess construction-start deadline",True,25INR0421,False,0,Aldrin 138 BESS,ok,42,
False,False,False,0.9331120500000001,False,PUCT Interchange was blocked (402) during triage — retry IA search for 'Volans' or developer entity when portal accessible; IA existence would change the signal materially | Developer identity unknown — 'BRP' prefix unexplained; LLC registration search (TX SOS) may surface parent company and sister projects,False,23INR0071,False,0,BRP Volans BESS,ok,43,
False,False,False,1.1823477000000002,False,Locate Dokmai 138kV substation (bus #80090) coordinates via ERCOT NTP/CRR nodal data or AEP Texas transmission maps — enables imagery pass | Search TX SOS for 'Wolfram Storage LLC' registration to identify developer/parent company,False,27INR0466,False,0,Wolfram Storage,ok,43,
True,True,False,0.75496395,True,PUCT control 35077 IA schedule exhibit — portal was 402-blocked during triage; retrieve via direct PDF guess or authenticated session | King County abatement PDF (Jan 2026 Second Amendment) — SSL cert mismatch blocked retrieval; abatement terms and project MW confirmation,True,27INR0128,False,0,Bigway Solar II,ok,33,
False,False,False,0.9185959500000002,False,"PUCT Interchange IA search — portal requires authenticated session; try with browser/credentials for Rock N' Roll Solar LLC filings | Imagery at Rosharon substation (29.352, -95.430) once CDSE creds configured — compact BESS pad should be visible if site preparation started",False,24INR0235,False,0,Rock N' Roll Storage Two,ok,43,
False,False,False,0.8647642499999998,False,Fix CDSE auth credentials before any imagery attempt — all T6 calls returned 401/403 | PUCT Interchange: try direct filing search for 'NextEra' + 'Supra' once portal access is restored (returned 402 during triage),False,27INR0063,False,0,Supra Wind  ,ok,35,
False,False,False,0.9615682499999997,True,"Identify developer behind 'BT Hacienda Storage, LLC' — BT prefix unknown, likely a parent company or fund; Texas SOS entity search | Army Corps Galveston file SWG-2022-00547 — jurisdictional determination issued; fetch AJD document for site map with coordinates",False,23INR0485,False,0,Hacienda Storage,ok,43,
False,False,False,1.05330345,False,PUCT Interchange IA search: portal returned 402 during triage — retry from a credentialed browser or use PUCT docket search for 'Soda Lake BESS 2' to confirm whether IA has been filed | Developer ID: no web presence found — Texas SOS entity search for 'Soda Lake BESS 2 SLF LLC' may surface parent developer and unlock additional threads,False,24INR0383,False,0,Soda Lake BESS 2 SLF,ok,43,
False,True,False,1.0731183,False,Locate Soda Lake #76026 substation precise coordinates via ERCOT CRR/nodal map or EIA-860 — imagery was shot at wrong/approximate location | PUCT Interchange was fully blocked (402); try authenticated session to search for IA filing under 'Tri-X BESS' or 'Soda Lake',False,28INR0389,False,0,Tri-X BESS 1 SLF,ok,44,
False,True,False,1.2248878499999998,True,IA exists (queue-confirmed 2024-12-09) but no PDF retrieved — attempt PUCT Interchange authenticated search for 'Star Dairy Storage' IA and any amendment filings | Developer identity unknown — no LLC registration surfaced; try Texas SOS entity search for 'Star Dairy Storage' to find principal names and linked developer,True,25INR0334,False,0,Star Dairy Storage,ok,48,
False,False,False,0.9718975500000001,False,PUCT Interchange: search FilingParty='Guitar BESS' in authenticated session — IA may exist but portal was blocked during triage | Texas SOS entity search for 'Guitar BESS LLC' — developer identity unknown; surfacing sponsor could unlock news/PR trail,False,25INR0446,False,0,Guitar BESS,ok,42,
False,True,False,1.4127293999999992,True,"PUCT Interchange IA document (iaSigned=2024-10-18 confirmed in queue; document blocked during triage — try direct PUCT docket search for 'Dan Kearney') | Center-chip imagery at 29.0644,-95.7349 on a clear date (CDSE auth failed; try winter/dry-season date e.g. 2026-02-01 or 2025-02-01 for less cloud cover)",False,25INR0554,False,0,Dan Kearney BESS,ok,57,
False,True,False,0.9839359500000003,True,"IA signed 2024-08-14 per queue data but PDF not retrieved (PUCT Interchange blocked 402) — obtain IA to confirm POI, schedule milestones, and CEII redaction status | Yellow Jacket Sub 138kV (ERCOT bus 6364) coordinates unknown — locate substation on ERCOT transmission maps or AEP Texas GIS to pin the site for imagery",True,24INR0386,False,0,Black & Gold Energy Storage,ok,38,
False,True,False,0.8696345999999999,True,"IA document retrieval via PUCT Interchange (portal requires session auth — try direct docket lookup or authenticated browser session); extract parties, POI details, and milestone schedule exhibit | Site location: resolve tap point on 345kV Venus–Sam Southwest line through Hill County using ERCOT transmission line GIS or county appraisal district permit records",True,25INR0229,False,0,OCI Cobb Creek Solar,ok,36,
True,True,False,1.0488520500000003,True,"Retrieve IA PDF from PUCT Interchange (portal returned 402 during triage) — milestone schedule exhibit critical given recent 2026-03-05 re-execution date vs infrasure's 2023-06-07 claim | Re-run CDSE imagery at center (34.54,-102.11) and north row when token refreshes — construction reportedly underway but not confirmed by satellite",True,16INR0049,True,0,Nazareth Solar,ok,42,
False,True,False,0.9333309000000002,True,"IA filed PUCT Interchange Dec 2025 — retrieve PDF, extract POI/site map and milestone schedule (CEII may redact) | Open Sky substation (ERCOT node 68014) coords — unlock imagery; cdse.py sheet once pin established",False,25INR0473,False,0,Crowded Star I BESS,ok,37,
False,True,False,0.9994330499999999,True,"Retrieve IA PDF from PUCT Interchange (filing party = JSB1 LLC, ~Sep 2025) — milestone schedule exhibit needed | Configure CDSE credentials and run tight imagery chips around Godley substation to check for gravel pad / container rows",True,27INR0173,False,0,Trenno BESS,ok,45,
False,True,False,1.0681568999999997,True,PUCT Interchange IA PDF (signed 2025-06-16) — retrieve milestone schedule exhibit; portal was 402-blocked during triage | FAA OE/AAA obstruction filings for Brazoria County wind turbines — decisive for exact turbine coordinates and developer identity,True,25INR0494,False,0,Willow Beach Wind,ok,39,
False,True,False,0.88207215,False,"PUCT Interchange IA search — portal blocked (402) during triage; check manually for filing by Samsung Renewable Energy or Pianissimo BESS II, LLC | Pin exact Greenwood substation location via OpenInfraMap or ERCOT transmission GIS, then re-run imagery with real CDSE credentials",False,26INR0329,False,0,Pianissimo BESS II,ok,42,
False,False,False,0.9216304499999998,False,Fix CDSE auth (HTTP 401) and run imagery at Wolfridge #730 / Muenster TX — battery pad could be present even pre-IA | Texas SOS lookup for Tennuto BESS LLC — identify parent company/developer; no ownership found in triage,False,26INR0598,False,0,Tennuto BESS,ok,41,
False,True,False,0.9331274999999993,True,PUCT Interchange IA filing (signed 2024-07-16) — retrieve parties/POI page and milestone-schedule exhibit; PUCT access required | Site identification — no pin found; use IA exhibit or county deed/permit records to pin exact parcel in McMullen County near Fowlerton corridor,True,24INR0161,False,0,Miranda Solar Project,ok,42,
False,True,False,0.8992665,True,"CDSE auth fix then imagery sweep — site candidate at substation coords (31.193, -102.314) needs ground-truth; companion BESS project 24INR0383 may share footprint | Developer ID: ercotqueue.com names 'Crane II Solar Electric LLC' (not 'Soda Lake Solar 2 SLF LLC') — verify in TX SOS and look for parent company / financing",True,23INR0080,False,0,Soda Lake Solar 2 SLF,ok,42,
False,False,False,0.8983645499999999,True,PUCT Interchange IA filing (Feb 2022) — retrieve PDF to verify milestone schedule and check for amendments/terminations | FIS approval status — queue shows FIS requested 2017 but never approved despite IA signed; investigate if waived or pending,True,20INR0143,False,0,Tri-X Solar 1 SLF,ok,43,
False,False,False,0.7106607,False,PUCT Interchange manual search for IA or GIA filings (portal returned 402 during triage — try direct docket search or ERCOT GIM project page) | ERCOT GIM project details page for 24INR0459 to confirm FIS study status and any queue withdrawal risk,False,24INR0459,False,0,Exodus BESS,ok,34,
False,False,False,0.5907515999999998,False,PUCT Interchange was blocked (402) — retry with authenticated session to confirm IA absent vs. unreachable | Locate tap coordinates on LaQuinta–Bruni 138kV corridor to enable site imagery (ERCOT transmission maps or SUDs filing),False,25INR0321,False,0,El Molino Solar SLF,ok,29,
False,False,False,0.96307215,False,"Locate Sunnyside 69kV substation (ERCOT ID 57664) coordinates — CenterPoint territory, Waller County west of Houston; enables imagery pass | Identify parent company behind Caladium Storage LLC — TX SOS lookup, SEC EDGAR full-text search; aggregators show no parent",False,26INR0243,False,0,Caladium BESS,ok,41,
False,False,False,1.0519167,False,"Fix CDSE credentials and run Greens Bayou substation imagery (29.8219, -95.2211) — site candidate is solid, just unimaged | PUCT Interchange manual search for Black Mountain Energy Storage II — portal blocked via WebFetch, worth a browser check for any IA filings",False,23INR0382,False,0,Outer Loop BESS,ok,49,
False,True,False,0.86100315,True,"PUCT docket 35077 IA PDF (requires authenticated PUCT session) — extract milestone schedule and POI details | CDSE imagery (need creds configured) — 3x3 chip grid at 29.044N, 96.503W to check for pad clearing near Ganado substation",True,25INR0441,False,0,Dios BESS,ok,41,
False,False,False,1.0362760500000003,False,Identify whether IA has been filed/executed post 2026-06 via PUCT Interchange (portal was 402-blocked in triage) | Confirm Hexagon Energy as parent developer via TX SOS registered agent lookup (file 0805204410),False,24INR0570,False,0,Marcus Energy Storage,ok,50,
False,False,False,1.0896822000000004,True,"Developer Hexagon Energy was selling its ~2 GW ERCOT BESS portfolio — confirm whether Copano Bay was sold/transferred, which changes execution risk | PUCT Interchange was inaccessible (402) — retry to find IA or FIS study filings",False,25INR0566,True,0,Copano Bay Energy Storage,ok,49,
False,False,False,0.8791488,False,"If FIS approval appears in a future queue snapshot, reassess immediately | Verify BRP Zelus BESS LLC parent — Compass Energy Storage at 333 Clay St, Houston; check TX SOS for corporate tree",False,24INR0131,False,0,Zelus BESS,ok,40,
False,True,False,0.9629709,False,"Fix CDSE credentials and run imagery on Pawnee Substation coords — battery pad is compact, imagery is the fastest signal | PUCT Interchange direct search for IA filing (portal was 402-blocked during triage — try authenticated session or alternate URL pattern)",False,25INR0491,False,0,Tarim BESS,ok,46,
False,False,False,1.0388128499999998,True,"PUCT Interchange IA search for 'BRP De Los Santos BESS LLC' — developer identified, IA status unknown (PUCT blocked during triage) | BRP entity research — parent developer unknown; clarify if BRP Energy / BRP Renewables and assess portfolio track record",False,24INR0142,False,0,De Los Santos,ok,48,
False,True,False,0.8169589500000001,True,"IA exists (iaSigned 2024-11-14) — retrieve the IA from PUCT Interchange (portal was 402 during triage) for parties, POI details, and milestone schedule | CDSE credentials not active — re-run T6 imagery grid around West Colombia substation (29.14N, 95.64W) once auth is restored; BESS site will be compact (10-40 ac) so tight chips required",True,25INR0480,False,0,Bell Creek BESS ,ok,37,
False,True,False,1.0009660500000004,True,PUCT Interchange docket for PK Solar LLC / Oncor IA — retrieve milestone schedule exhibit (PUCT was 402-blocked in triage) | Confirm exact POI tap location for Thomas Price substation and true site pin — Willow Creek is in Wise County not Jack; site is somewhere along the 345kV line further north,True,24INR0375,False,0,Possum Kingdom BESS,ok,43,
False,True,False,0.8338161000000001,True,"CDSE imagery at Bonney TX (29.317N, 95.448W) — construction claimed but unverified; fix CDSE creds first | PUCT docket 35077 milestone schedule — portal blocked during triage, schedule may confirm or contradict 2027 COD",True,23INR0150,True,0,Cradle Solar,ok,37,
False,False,False,0.8014006500000002,False,"PUCT Interchange IA search when portal accessible — queue shows no IA but project is pre-construction stage | Imagery at 29.875, -96.49 once CDSE creds configured — site precisely identified, check for ground disturbance",False,26INR0259,True,0,Cottontail Energy Center,ok,38,
False,False,False,1.1702504999999996,False,PUCT Interchange was blocked (402) — retry to find any IA or amendment filings under 'BRP Blue Topaz 5' or 'Augie BESS' | BRP developer portfolio has 5+ ERCOT BESS projects — check if any sibling projects have IA; serial LLC pattern may indicate shared developer activity level,False,24INR0461,False,0, Augie BESS,ok,52,
False,False,False,1.08177285,False,"Kinney County Reinvestment Zone No. 4 document (kinneyco.civicweb.net/document/84190) — confirms county engagement, retrieve abatement terms and parcel/acreage description which would pin the site | FIS status — if FIS is ever approved, project advances meaningfully; watch queue for fisApproved date",False,25INR0501,False,0,Longday Solar SLF,ok,48,
False,False,False,0.9503825999999999,False,If IA ever appears: download schedule exhibit and confirm milestone dates | Identify parent company behind Bobcat BESS LLC (no corporate trail surfaced — TX SOS lookup),False,25INR0385,False,0,Bobcat Cameron BESS,ok,44,
False,True,False,0.9198833999999998,True,"IA PDF on PUCT Interchange (portal was 402-blocked) — retrieve parties page and milestone schedule exhibit to confirm POI coordinates and contractual COD | Developer FPUSA / Cerberus Capital — check for financing close, EPC contract, or NTP announcement for Blanquilla specifically vs. Redbird (only confirmed Eos Z3 PO project)",True,24INR0528,True,0,Blanquilla BESS,ok,39,
False,True,False,0.9269815499999999,True,Locate Stillman Substation 138 kV coordinates via ERCOT transmission maps or AEP Texas interconnection data — required to unlock imagery | Retrieve IA PDF via PUCT Interchange (current 402 may be transient; IA signed 2025-05-22 so document exists) — extract milestone schedule exhibit,False,27INR0399,False,0,Resaca Oasis Storage,ok,44,
False,False,False,1.1028046500000002,False,PUCT Interchange was blocked (402) — retry with session cookie to check for any IA or filing by Goby Energy Center LLC | gmaps.py rate-limited — retry T2 to locate any delivery pin near Karsten or Thompsons substation,False,27INR0209,False,0,Goby Energy Center,ok,50,
False,True,True,0.9372324000000001,True,"Retrieve PUCT Control 35077 / Item 1940 IA document — schedule exhibit may show CEII-redacted milestones; try amendment filings for any schedule updates | Locate exact site coordinates for both Bastrop County parcels (two sites ~10 miles apart) — check Bastrop CAD parcel records, FAA obstruction filings, or LCRA GIS",True,25INR0422,True,0,Waterloo Solar 1,ok,41,
False,False,False,1.1906745000000003,False,"PUCT Interchange IA search once portal accessible — IA filing is the critical next gate to watch | Clear-sky imagery retry at 29.9198,-96.3990 (center substation chip) — June 2026 was cloud-blocked; check 2025-Q4 or 2026-Q1 baseline to confirm bare vs. cleared land",False,26INR0427,False,0,BremRaek BESS,ok,53,
False,False,False,0.8020278000000003,False,Confirm developer identity: 'Brazos Energy Storage LLC' surfaced only from trackers — verify via TX SOS or PUCT filing party when portal accessible | Resolve 'Jack County Energy Storage LLC' Ch.312 abatement (April 2026) — different SPV or unrelated project? Could link to exact site parcel,False,26INR0185,False,0,Beitel Energy Storage,ok,36,
False,False,False,1.3587524999999996,True,"Confirm developer identity: infrasure.ai says 'Vaughn Battery Storage LLC', cleanview says 'Valor Infrastructure Partners', OCI Hillsboro Solar listed as related — resolve true parent/sponsor | Locate Keith 138kV substation precisely (ERCOT transmission map or county parcel search) and re-run imagery on confirmed pad",False,26INR0200,True,0,Vaughn Energy Storage,ok,53,
False,False,False,0.9215085000000001,False,"Verify developer identity: unconfirmed leads are Matagorda ESS LLC, RIC Development LLC, Barrio Energy — check TX SOS and EIA-860 Form 860 for plant ID | Substation pin: locate 138kV Blackcat Substation #80124 via ERCOT transmission map or AEP Texas asset data to enable imagery",False,26INR0376,False,0,Blackcat Storage,ok,40,
False,False,False,0.9185647499999997,False,Locate River Oaks (7173) substation coordinates via ERCOT nodal data or GIS parcel search to enable imagery | Search Texas SOS for 'Englehardt BESS LLC' or parent developer entity to identify sponsor,False,28INR0436,False,0,Englehardt BESS,ok,43,
False,True,False,0.8475731999999998,True,IA document content: PUCT Control 35077 Item 2149 — fetch parties/POI page and milestone schedule exhibit (session-authenticated browser required) | Confirm exact site location: substation search for 'Long Lake Sub' (Bus 3280) in Oncor transmission maps to pin a precise site candidate for imagery,True,24INR0269,True,0,Bar Candela Solar SLF,ok,37,
False,False,False,0.8046126000000001,False,"Retry CDSE imagery with valid credentials — Sand Bluff substation lat=32.0035, lon=-101.2732, 2km buffer; check for graded pad beside substation | PUCT Interchange was 402-blocked — retry in a session that can access it; search FilingParty='RWE Clean Energy' or 'Feather Dalea' for IA or GIA filings",False,27INR0371,False,0,Feather Dalea BESS,ok,41,
False,True,False,0.8572378500000003,True,"IA PDF retrieval — PUCT Interchange was 402-blocked during triage; IA signed 2025-05-23 per ERCOT records, extract milestone schedule and POI confirmation | Rapido Substation location — new ETT 345 kV substation with no public coordinates yet; ERCOT transmission planning filings or ETT PUCT docket may have maps",True,23INR0561,False,0,Cascabel Wind 2,ok,40,
False,True,False,0.8465574000000001,True,"PUCT IA filing (docket 35077) — PDF blocked during triage; parties/schedule exhibit needed to confirm milestone dates and CEII status | FAA OE/AAA turbine filings for Zapata County — decisive site coordinates; none found via DDG, search oeaaa.faa.gov directly",True,24INR0424,False,0,Cascabel Wind 1,ok,39,
False,True,False,0.7226004000000001,True,Retrieve IA from PUCT Interchange (portal blocked during triage) — parties page + milestone schedule exhibit are primary COD evidence | Locate Herndon Switch Substation #3804 coordinates via ERCOT transmission map or PUC GIS layer to enable imagery,True,22INR0605,False,0,Camino Santiago Solar,ok,37,
False,True,False,0.7096839000000001,True,Retrieve PUCT Interchange IA filing for Corralitos Wind 1 (filer: Bordas Renewable Energy LLC) — extract milestone schedule and POI coordinates from the IA document | FAA OE/AAA obstruction filings for Zapata County wind turbines — decisive for exact site coordinates,True,24INR0505,False,0,Corralitos Wind 1,ok,32,
False,True,False,1.37752005,True,"Resolve developer identity discrepancy: T3 surfaces Vaquero Wind Energy LLC, T4 surfaces Las Crestas Wind Energy LLC as IA counterparty — clarify relationship (SPV vs. parent) before further research | PUCT case 35077: IA was found but portal blocked (402) — retrieve PDF to get milestone schedule exhibit and project map; IA covers both Wind 1 and Wind 2 jointly",True,24INR0506,False,0,Corralitos Wind 2,ok,62,
False,True,False,0.9907129499999997,True,PUCT IA #35077 milestone schedule — try PUCT OpenData API or amendment filings to get the schedule exhibit (portal was 402 during triage) | Locate Edith Clarke / Cottonwood 345kV substation coordinates to get a real site candidate — then re-run imagery at correct center,True,27INR0127,True,0,Bigway Solar I,ok,44,
True,False,False,1.00353675,True,Ch.312 reinvestment zone hearing was 2026-07-13 — retrieve Colorado County Commissioners Court minutes or application PDF for exact parcel/acreage map to nail site coords | Harrison Street Development LLC — verify developer identity and portfolio; confirm if this is Harrison Street Real Assets (Chicago-based PE) or another entity,False,27INR0147,True,0,Paloma Energy Center,ok,43,
False,True,False,1.2175155000000004,True,FAA OE/AAA turbine filings for Pecos County — decisive for exact turbine coordinates and site boundary | PUCT Interchange IA PDF (iaSigned 2026-03-18) — extract milestone schedule exhibit and POI tap coordinates,True,27INR0510,False,0,Pecos Wind,ok,46,
False,False,False,0.9336675000000003,False,LLC confirmed as GRS BESS TEXAS SEVEN LLC (not Steelhead Energy Storage LLC) — check PUCT Interchange with correct filer name when portal accessible | GRS (grs.energy) runs numbered BESS series — check sibling projects (Seven/Eight/Ten) for IA template or construction precedent indicating pipeline seriousness,False,27INR0145,False,0,Steelhead Energy Storage,ok,41,
False,False,False,0.9032648999999998,False,"Verify CDSE credentials and run imagery at AEP Lytle substation (29.2167, -98.8447) ±1km — construction signal is the fastest development indicator given no IA | PUCT Interchange search for Cattlemen BESS LLC (actual developer, not Chacon Creek LLC) — use interactive session or alternative access method",False,27INR0206,False,0,Chacon Creek,ok,38,
False,False,False,1.0704612000000002,False,"Locate GANSO 138kV substation coordinates (site 8267, Maverick County) to enable imagery — try ERCOT network model XML/CIM download or PUCT transmission map | Confirm developer identity: Maverick ESS LLC vs RIC Development LLC — check TX SOS for both, look for parent/parent-of-parent with active portfolio",False,24INR0617,False,0,Serrano Storage,ok,49,
False,False,False,0.8377543499999999,True,PUCT docket 59315 (doc 4260_1618285) — Basketflower Solar filing references IA and 765 kV transmission conflict; retrieve when portal accessible | Land parcel identification — article cites CEB Ranch and Harrison PV options near Rising Star but no recorded Basketflower docs; county deed/CAD search for precise site polygon,False,26INR0468,True,0,Basketflower Solar,ok,36,
False,True,False,1.0379281499999997,True,"Locate Fernleaf 138kV substation coordinates to tighten site estimate from county-level to sub-km | Retry imagery once CDSE creds refreshed — developer page claims construction 2025-2027, so activity may be visible",True,24INR0298,True,0,Leighton Solar SLF,ok,47,
False,True,False,0.6838375500000002,False,Locate ODLASW 138kV substation coordinates to anchor site candidate for imagery | PUCT Interchange search for Greenray Solar Corp (control #58077) — IA or FIS study filings,False,25INR0622,False,0,Turkey Creek Solar SLF,ok,35,
False,False,False,0.9387868500000003,False,Identify parent developer behind Frizzle BESS LLC SPV (1501 S Mopac Ste 220 Austin) — track sibling INRs at same address to find sponsor | Locate TNSLVRLEAF substation coordinates via ERCOT MIS or TNMP maps to enable imagery,False,27INR0562,False,0,Frizzle BESS,ok,42,
False,True,False,0.9535192499999998,True,"PUCT Interchange Control #58080 and IA filing — portal blocked at triage, download IA PDF to get milestone schedule exhibit and confirm POI exact coords | Imagery re-run with clearer date window (winter/spring) and tighter buffer (~1 km) around Angleton TNP substation to rule out construction start",True,26INR0314,False,0,Brazos River BESS,ok,44,
False,True,False,0.87994845,True,IA document: signed 2025-03-17 per queue — retrieve PDF from PUCT Interchange (needs authenticated session) to extract POI/milestone schedule and parties | FAA OE/AAA filings: search for turbine obstruction filings in Tom Green County near Water Valley to get precise turbine coordinates and confirm layout,True,20INR0247,False,0,Water Valley Wind Energy,ok,41,
True,False,False,1.1570408999999997,True,Pin the exact parcel: Fisher County Appraisal District search for Innovative Solar 245 / IS245 landowner filings — abatement agreement should list legal description | PUCT Interchange IA search via authenticated session: FilingParty = 'Innovative Solar 245' or 'GGS Energy' (infrasure named GGS as developer),False,25INR0547,True,0,Indigo solar 2,ok,42,
False,True,False,1.18581615,True,"Locate exact Emory North substation coordinates (ERCOT GIS, Oncor maps, or OpenStreetMap) and re-run imagery at that precise location with tighter buffer | Download PUCT 35077 IA PDF (direct access needed — 402 during triage) to extract POI page, milestone schedule exhibit, and any site coordinates",True,25INR0370,True,0,Willis Storage,ok,53,
False,True,False,0.8848321499999999,True,"IA schedule exhibit: docket 35077 doc 2141 — blocked at PUCT portal (402), milestone schedule and COD contractual date unread | Site location: no pin found (gmaps 429), no coordinates from POI infrastructure — need Big Onion substation lat/lon to anchor imagery",True,26INR0241,False,0,Sol Marina Energy Center,ok,40,
False,True,False,1.1657197499999998,True,"FAA OE/AAA obstruction filings — search by county (Navarro) and applicant (Leeward/Bluebonnet Prairie Wind) to get exact turbine coordinates; decisive for imagery re-centering | PUCT Interchange IA docket — IA signed 2025-07-03, docket not retrieved (portal blocked); pull milestone-schedule exhibit to assess COD realism",True,25INR0247,True,0,Bluebonnet Prairie Wind,ok,42,
True,True,False,1.11451785,True,"Locate actual site parcel (Somervell CAD or Lydian Energy press release map) and re-run imagery over correct coordinates — POI-anchored grid likely missed the field | Retrieve PUCT Interchange IA via alternate party names: Lydian Energy, Yellow Viking Development One LLC, European Energy",True,21INR0520,True,0,Yellow Viking Solar,ok,47,
False,True,False,1.0569670500000001,True,"IA exists (PUCT Control No. 35077, filed 2023-11-30) but milestone schedule exhibit not retrieved — PUCT Interchange returned HTTP 402; fetch the IA PDF directly and extract CEII-redacted or public schedule | Developer mismatch to resolve: ERCOT queue shows 'Gransolar Texas Eight LLC' but infrasure.ai attributes project to 'Adapture Renewables'; verify current owner / any transfer of interconnection rights",True,23INR0349,False,0,Tokio Solar,ok,45,
False,True,False,0.9964720500000003,True,"Resolve site coordinates: Franklin County permit records or ERCOT GIS node map for Woodard Switch 345 kV (node 11699) — needed to unlock imagery | Run Sentinel-2 imagery once site located: groundbreaking confirmed Mar 2026, construction likely visible",True,24INR0150,True,0,Lupinus Solar 1,ok,42,
False,False,False,0.7807590000000001,True,IA signed 2023-05 but FIS never approved — pull PUCT Interchange IA filing for Sunnyside Energy / Dori Wolfe to check schedule exhibit and any amendments | Companion solar project 23INR0040 Dori BQ Solar may share site and IA — cross-check its queue history and any PUCT filings,True,24INR0196,False,0,Dori BQ BESS,ok,37,
False,True,False,0.9690288,True,Locate Twinwood Solar 1 (26INR0425) site precisely via its IA or county parcel — BESS1 almost certainly co-located; then re-run imagery on true site center | Retrieve IA PDF from PUCT Interchange (portal blocked during triage) — extract milestone schedule and POI confirmation,True,26INR0426,False,0,Maderagemela BESS1,ok,42,
False,True,False,0.9897543000000003,True,IA exists (35077_2099_1484476) but PDF is 402-blocked — retrieve full IA to extract milestone schedule exhibit and POI one-line diagram | Precise Canton Tap substation coordinates needed — use POI geometry to re-run imagery at tight 1-km buffer,True,25INR0253,False,0,Whiskey BESS,ok,46,
