teid,branch_id,DeviceType,from_bus,to_bus,ckt,match_status,unmatched_reason,dam_bucket,problem,suggested_action
280420,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
280433,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
280445,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
280451,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
280453,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
280454,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
28082,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
281278,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
28830,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
293004,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
293180,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
299915,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
299937,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
299945,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
301043,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
301044,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
303992,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
304179,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
307144,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
307566,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
308387,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
308393,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
312846,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
313491,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
313524,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
313692,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
313720,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
31519,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
318781,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
319011,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
319570,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
319888,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
320414,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
320678,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
321285,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
324290,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
325460,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
326256,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
326922,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
327086,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
327089,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
329839,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
334202,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
334203,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
334274,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
334275,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339762,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339763,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339764,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339765,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339766,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
339767,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
34035,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
344699,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
345060,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
345061,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
346073,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
346166,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
34717,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
352497,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
354811,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
363679,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
368387,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
370249,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
373935,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
374207,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
375370,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
377190,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
379014,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
379057,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
3867,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
40888,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
410003,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
410004,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
410006,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
410007,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
41016,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
41078,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
41079,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
4112,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
411477,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
411478,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
413387,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
419978,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
422441,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
423286,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
423287,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
42411,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
429033,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
429034,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
429040,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
429043,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
438337,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
438356,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
441476,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
441597,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
443802,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
443805,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
45021,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
453260,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
458030,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
458031,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
465300,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
468072,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
468073,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
485159,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
485829,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
485857,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486622,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486656,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486705,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486708,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486973,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
486976,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
487186,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
491424,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
492646,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493689,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493690,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493692,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493693,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493695,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493696,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493698,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
493699,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
503204,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
503225,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
503637,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
505119,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
505120,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
505446,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
505447,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
510440,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
510441,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
533374,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534353,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534354,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534356,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534357,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534359,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534360,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534362,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
534363,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
546680,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
55020,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
5760702,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
579072,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
582375,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
583211,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
586829,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
593153,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
59947,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
60303,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
603094,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
603132,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
60365,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
60485,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
60536,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
60815,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
609337,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
609338,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
609506,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61060,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61234,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61266,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61448,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
614533,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
614536,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61787,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
61859,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
626865,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
630888,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
646858,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
647464,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
650239,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
652145,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
659627,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664624,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664625,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664627,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664628,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664630,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
664631,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
665379,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
666947,,,,,,unmatched,transformer_tertiary_stub,,1a_tertiary_winding_stub (CIM artifact - expected N/A),Accept as N/A or exclude; not in BRANCH by design
