teid,EquipmentName,equip_name_norm,cim_opeqname_norm,cim_branchname_norm,plannedStartDate,actualStartDate,actualEndDate
872874,T2,T2,NHKYSLRT2,NHKYSLRT2,2026-04-01 00:00:00,2026-04-01 00:00:00,
872873,T1,T1,NHKYSLRT1,NHKYSLRT1,2026-04-01 00:00:00,2026-04-01 00:00:00,
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-07-01 00:01:00,2026-07-01 00:01:00,
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-06-03 16:10:00,2026-06-03 16:10:00,2026-07-01 00:00:00
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-07-03 09:44:00,2026-07-03 09:44:00,
871575,T2,T2,AQLAWNDT2,AQLAWNDT2,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-07-02 19:23:00
871574,T1,T1,AQLAWNDT1,AQLAWNDT1,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-07-02 19:23:00
828813,MR1H,MR1H,WCRSWMR1H,WCRSWMR1H,2025-10-01 00:00:00,2025-10-01 00:00:00,
828814,MR1L,MR1L,WCRSWMR1L,WCRSWMR1L,2025-10-01 00:00:00,2025-10-01 00:00:00,
860280,XF1L,XF1L,CANGREJOXF1L,CANGREJOXF1L,2026-07-01 14:01:00,2026-07-01 14:01:00,
860279,XF1H,XF1H,CANGREJOXF1H,CANGREJOXF1H,2026-07-01 14:01:00,2026-07-01 14:01:00,
860279,XF1H,XF1H,CANGREJOXF1H,CANGREJOXF1H,2026-03-04 00:01:00,2026-03-04 00:01:00,2026-07-01 14:00:00
860280,XF1L,XF1L,CANGREJOXF1L,CANGREJOXF1L,2026-03-04 00:01:00,2026-03-04 00:01:00,2026-07-01 14:00:00
871199,T2,T2,CHARSLRT2,CHARSLRT2,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-07-01 15:00:00
871198,T1,T1,CHARSLRT1,CHARSLRT1,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-07-01 15:00:00
874695,T1,T1,GUNRBEST1,GUNRBEST1,2026-07-01 00:01:00,2026-07-01 00:01:00,
870767,T4,T4,TDWLPR1T4,TDWLPR1T4,2026-07-01 00:00:00,2026-07-01 00:00:00,
870766,T3,T3,TDWLPR1T3,TDWLPR1T3,2026-07-01 00:00:00,2026-07-01 00:00:00,
868204,T1,T1,BKBNESRT1,BKBNESRT1,2026-07-01 00:00:00,2026-07-01 00:00:00,
873579,T1,T1,ARMDSLRT1,ARMDSLRT1,2026-07-01 00:00:00,2026-07-01 00:00:00,
873580,T2,T2,ARMDSLRT2,ARMDSLRT2,2026-07-01 00:00:00,2026-07-01 00:00:00,
862546,T1,T1,BIRDBEST1,BIRDBEST1,2026-03-04 00:00:00,2026-03-04 00:00:00,
871313,T1,T1,GRNDSLRT1,GRNDSLRT1,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-06-29 11:19:00
875384,AUTO1,AUTO1,GAINSVILTRF1,GAINSVILAUTO1L,2026-06-24 00:00:00,2026-06-24 00:00:00,
875578,AUTO2,AUTO2,GAINSVILTRF2,GAINSVILAUTO2H,2026-06-24 00:00:00,2026-06-24 00:00:00,
869300,T2,T2,CST2SLRT2,CST2SLRT2,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-06-23 15:00:00
869299,T1,T1,CST2SLRT1,CST2SLRT1,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-06-23 15:00:00
873778,KT1,KT1,RVNKT1,RVNKT1,2026-06-03 00:00:00,2026-06-03 00:00:00,
843651,T3,T3,PAD3ESST3,PAD3ESST3,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-06-16 15:34:00
854100,T1,T1,KEGT1,KEGT1,2026-04-01 00:01:00,2026-04-01 00:01:00,2026-06-03 09:00:00
878709,AT_M,ATM,SASASWATM,SASASWATMH,2026-06-08 00:00:00,2026-06-08 00:00:00,2026-06-08 00:01:00
774318,MR2L,MR2L,PRMSWMR2L,PRMSWMR2L,2026-09-01 18:01:00,,
774297,MR1L,MR1L,PRMSWMR1L,PRMSWMR1L,2026-09-01 18:01:00,,
774317,MR2H,MR2H,PRMSWMR2H,PRMSWMR2H,2026-09-01 18:01:00,,
774296,MR1H,MR1H,PRMSWMR1H,PRMSWMR1H,2026-09-01 18:01:00,,
861475,TR1,TR1,LEONSLRTR1,LEONSLRTR1,2026-04-28 00:00:00,2026-04-28 00:00:00,2026-06-04 10:25:00
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-05-04 00:01:00,2026-05-04 00:01:00,2026-05-14 23:59:00
872736,KT1,KT1,CLTKT1,CLTKT1,2026-06-03 00:00:00,2026-06-03 00:00:00,
872737,KT2,KT2,CLTKT2,CLTKT2,2026-06-03 00:00:00,2026-06-03 00:00:00,
872477,T1,T1,NFALSLRT1,NFALSLRT1,2026-06-03 00:00:00,2026-06-03 00:00:00,
873681,KT3,KT3,CLOKT3,CLOKT3,2026-06-03 00:00:00,2026-06-03 00:00:00,
873906,T1,T1,ULYSSLRT1,ULYSSLRT1,2026-06-03 00:00:00,2026-06-03 00:00:00,
861476,TR2,TR2,LEONSLRTR2,LEONSLRTR2,2026-04-28 00:00:00,2026-04-28 00:00:00,2026-06-02 14:16:00
868110,T1,T1,BCNV2EST1,BCNV2EST1,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-05-29 13:59:00
871849,T2,T2,OYSTSLRT2,OYSTSLRT2,2026-05-01 00:00:00,2026-05-01 00:00:00,
871848,T1,T1,OYSTSLRT1,OYSTSLRT1,2026-05-01 00:00:00,2026-05-01 00:00:00,
865783,T2,T2,YAPNSLRT2,YAPNSLRT2,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-05-29 10:53:00
865782,T1,T1,YAPNSLRT1,YAPNSLRT1,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-05-29 10:53:00
873324,T3,T3,CMPDSLRT3,CMPDSLRT3,2026-05-14 00:00:00,2026-05-14 00:00:00,
828834,MR2H,MR2H,WCRSWMR2H,WCRSWMR2H,2025-10-01 00:00:00,2025-10-01 00:00:00,2026-05-14 18:45:00
828835,MR2L,MR2L,WCRSWMR2L,WCRSWMR2L,2025-10-01 00:00:00,2025-10-01 00:00:00,2026-05-14 18:45:00
873324,T3,T3,CMPDSLRT3,CMPDSLRT3,2026-04-29 09:01:00,2026-04-29 09:01:00,2026-05-08 23:59:00
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-04-26 12:20:00,2026-04-26 12:20:00,2026-05-04 00:00:00
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-03-04 00:01:00,2026-03-04 00:01:00,2026-04-25 23:59:00
860529,1275_C,1275C,1375C,1375C,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-05-08 20:00:00
870705,186T2351,186T2351,86T2351,86T2351,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-05-08 14:02:00
863967,XFL1,XFL1,FRONTERAXFL1,FRONTERAXFL1H,2026-04-01 00:00:00,2026-04-01 00:00:00,
863988,XFH2,XFH2,FRONTERAXFH2,FRONTERAXFH2H,2026-04-01 00:00:00,2026-04-01 00:00:00,
863966,XFH1,XFH1,FRONTERAXFH1,FRONTERAXFH1H,2026-04-01 00:00:00,2026-04-01 00:00:00,
863989,XFL2,XFL2,FRONTERAXFL2,FRONTERAXFL2H,2026-04-01 00:00:00,2026-04-01 00:00:00,
828947,TR2,TR2,TIDEHAVETR2,TIDEHAVETR2,2025-10-22 00:01:00,2025-10-22 00:01:00,
874774,XF1L,XF1L,STRATTONXF1L,STRATTONXF1L,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-05-01 00:01:00
874773,XF1H,XF1H,STRATTONXF1H,STRATTONXF1H,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-05-01 00:01:00
874777,XF1L,XF1L,NSHARPEXF1L,NSHARPEXF1L,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-05-01 00:01:00
874776,XF1H,XF1H,NSHARPEXF1H,NSHARPEXF1H,2026-05-01 00:00:00,2026-05-01 00:00:00,2026-05-01 00:01:00
870527,T1,T1,PDRASLRT1,PDRASLRT1,2026-05-01 00:00:00,2026-05-01 00:00:00,
870528,T2,T2,PDRASLRT2,PDRASLRT2,2026-05-01 00:00:00,2026-05-01 00:00:00,
870341,T1,T1,HONEYWDT1,HONEYWDT1,2026-05-01 00:00:00,2026-05-01 00:00:00,
827094,T1,T1,LMWDSLRT1,LMWDSLRT1,2025-09-04 00:00:00,2025-09-04 00:00:00,
761156,XT2,XT2,FEGCXT2,FEGCXT2,2025-05-16 09:46:00,2025-05-16 09:46:00,2026-04-28 17:08:00
861475,TR1,TR1,LEONSLRTR1,LEONSLRTR1,2026-03-04 00:00:00,2026-03-04 00:00:00,2026-04-27 23:59:00
861476,TR2,TR2,LEONSLRTR2,LEONSLRTR2,2026-03-04 00:00:00,2026-03-04 00:00:00,2026-04-27 23:59:00
873324,T3,T3,CMPDSLRT3,CMPDSLRT3,2026-04-28 10:29:00,2026-04-28 10:29:00,
873324,T3,T3,CMPDSLRT3,CMPDSLRT3,2026-04-01 00:00:00,2026-04-01 00:00:00,2026-04-27 09:13:00
851622,T1,T1,FERDESST1,FERDESST1,2026-04-20 07:00:00,2026-04-20 07:00:00,2026-04-23 17:54:00
855433,T1,T1,CST1SLRT1,CST1SLRT1,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-04-23 14:06:00
836689,MR2T,MR2T,WILSWMR1T,15060EOLDTEID,2026-04-01 14:01:00,2026-04-01 14:01:00,2026-04-10 19:13:00
836688,MR2L,MR2L,WILSWMR1L,WILSWMR1L,2026-04-01 14:01:00,2026-04-01 14:01:00,2026-04-10 18:00:00
833454,MR2H,MR2H,WILSWMR1H,WILSWMR1H,2026-04-01 14:01:00,2026-04-01 14:01:00,2026-04-10 18:00:00
857822,1150T2201,1150T2201,150T2201,150T2201,2026-03-25 00:00:00,2026-03-25 00:00:00,2026-04-09 13:35:00
873270,AT1L,AT1L,ROCKPORTAT1L,ROCKPORTAT1L,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
873269,AT1H,AT1H,ROCKPORTAT1H,ROCKPORTAT1H,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
872350,XF1L,XF1L,MASNXF1L,MASNXF1L,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
873312,AT2H,AT2H,ROCKPORTAT2H,ROCKPORTAT2H,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
873313,AT2L,AT2L,ROCKPORTAT2L,ROCKPORTAT2L,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
872351,XF1H,XF1H,MASNXF1H,MASNXF1H,2026-04-08 00:00:00,2026-04-08 00:00:00,2026-04-08 00:01:00
776463,T1,T1,AMADESST1,AMADESST1,2026-04-03 00:00:00,2026-04-03 00:00:00,
834209,MR3H,MR3H,FERISMR3H,FERISMR3H,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-04-02 14:12:00
834210,MR3L,MR3L,FERISMR3L,FERISMR3L,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-04-02 14:12:00
833434,MR2L,MR2L,WILSWMR2L,WILSWMR2L,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-04-02 12:57:00
833433,MR1H,MR1H,WILSWMR2H,WILSWMR2H,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-04-02 12:57:00
766631,T1,T1,TDWLPR1T1,TDWLPR1T1,2026-03-16 08:00:00,2026-03-16 08:00:00,2026-03-16 08:01:00
846315,XFRMOBILE,XFRMOBILE,FERISXFRM,FERISXFRM,2025-12-03 18:01:00,2025-12-03 18:01:00,2026-04-01 17:59:00
836689,MR1T,MR1T,WILSWMR1T,15060EOLDTEID,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-04-01 14:00:00
833454,MR1H,MR1H,WILSWMR1H,WILSWMR1H,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-04-01 14:00:00
836688,MR2L,MR2L,WILSWMR1L,WILSWMR1L,2026-02-25 00:00:00,2026-02-25 00:00:00,2026-04-01 14:00:00
866576,T1,T1,ERKASLRT1,ERKASLRT1,2026-04-01 00:00:00,2026-04-01 00:00:00,
844967,T3,T3,QTUMSLRT3,QTUMSLRT3,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-03-30 13:30:00
844968,T4,T4,QTUMSLRT4,QTUMSLRT4,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-03-30 13:40:00
851858,XT61,XT61,THWXT61,THWXT61,2025-12-03 00:00:00,2025-12-03 00:00:00,2026-03-30 13:15:00
851859,XT62,XT62,THWXT62,THWXT62,2025-12-03 00:00:00,2025-12-03 00:00:00,2026-03-28 09:00:00
854930,XFMR,XFMR,LYNXESSXFMR,LYNXESSXFMR,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-03-25 16:46:00
843959,T1,T1,QTUMSLRT1,QTUMSLRT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-03-09 13:30:00
843960,T2,T2,QTUMSLRT2,QTUMSLRT2,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-03-09 13:30:00
841268,T1,T1,HRMSSLRT1,HRMSSLRT1,2025-11-19 00:00:00,2025-11-19 00:00:00,2026-03-10 16:00:00
776608,T1,T1,BYNMSLRT1,BYNMSLRT1,2026-03-16 17:00:00,,
864614,T1,T1,CARAESST1,CARAESST1,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-03-09 09:38:00
862487,TR2,TR2,DRAKESSTR2,DRAKESSTR2,2026-03-04 00:00:00,2026-03-04 00:00:00,
862486,TR1,TR1,DRAKESSTR1,DRAKESSTR1,2026-03-04 00:00:00,2026-03-04 00:00:00,
859553,MR2H,MR2H,TMPSWMR2H,TMPSWAXFMR2H,2026-03-04 00:00:00,2026-03-04 00:00:00,
859554,MR2L,MR2L,TMPSWMR2L,TMPSWAXFMR2L,2026-03-04 00:00:00,2026-03-04 00:00:00,
761158,XT4,XT4,FEGCXT4,FEGCXT4,2025-05-16 09:46:00,2025-05-16 09:46:00,2026-03-03 17:26:00
761157,XT3,XT3,FEGCXT3,FEGCXT3,2025-05-16 09:46:00,2025-05-16 09:46:00,2026-03-03 17:25:00
775882,T1,T1,DESNESST1,DESNESST1,2025-12-05 00:00:00,2025-12-05 00:00:00,2026-03-03 12:04:00
555249,HILO,HILO,HILONEBHILO,HILONEBHILO,2026-02-28 21:40:00,2026-02-28 21:40:00,2026-03-01 05:05:00
776463,T1,T1,AMADESST1,AMADESST1,2026-03-01 00:00:00,2026-03-01 00:00:00,
555249,HILO,HILO,HILONEBHILO,HILONEBHILO,2025-12-19 10:57:00,2025-12-19 10:57:00,2026-02-28 00:00:00
840221,KT1,KT1,RHAKT1,RHAKT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-02-27 12:00:00
776608,T1,T1,BYNMSLRT1,BYNMSLRT1,2026-02-18 15:01:00,2026-02-18 15:01:00,2026-02-23 15:00:00
763887,T1,T1,PINBESST1,PINBESST1,2025-10-07 11:51:00,2025-10-07 11:51:00,2026-02-20 16:51:00
855154,T1,T1,THREEWST1,THREEWST1,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-02-19 11:23:00
846816,1109T2201,1109T2201,109T2201,109T2201,2025-12-17 00:00:00,2025-12-17 00:00:00,2026-02-18 15:15:00
776608,T1,T1,BYNMSLRT1,BYNMSLRT1,2026-02-17 18:31:00,2026-02-17 18:31:00,2026-02-18 15:00:00
776608,T1,T1,BYNMSLRT1,BYNMSLRT1,2025-10-01 00:00:00,2025-10-01 00:00:00,2026-02-17 18:30:00
852160,T1,T1,GODYSLRT1,GODYSLRT1,2025-12-10 00:00:00,2025-12-10 00:00:00,2026-02-10 10:26:00
862026,KT1,KT1,SAHKT1,SAHKT1,2026-02-09 12:49:00,2026-02-09 12:49:00,2026-02-09 17:14:00
862050,KT2,KT2,SAHKT2,SAHKT2,2026-02-09 12:49:00,2026-02-09 12:49:00,2026-02-09 17:14:00
862026,KT1,KT1,SAHKT1,SAHKT1,2026-02-09 10:35:00,2026-02-09 10:35:00,2026-02-09 10:40:00
862050,KT2,KT2,SAHKT2,SAHKT2,2026-02-09 10:35:00,2026-02-09 10:35:00,2026-02-09 10:40:00
842703,SU4H,SU4H,TIMPPSU4H,TIMPPSU4H,2025-12-09 00:01:00,2025-12-09 00:01:00,2026-02-06 08:29:00
838484,T4,T4,SOLCSLRT4,SOLCSLRT4,2025-11-12 12:00:00,2025-11-12 12:00:00,2026-02-03 03:34:00
833399,XF1H,XF1H,ASPMXF1H,ASPMXF1H,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-05 05:53:00
833400,XF1L,XF1L,ASPMXF1L,ASPMXF1L,2026-02-04 00:00:00,2026-02-04 00:00:00,2026-02-05 05:53:00
840738,T2,T2,SOLCSLRT2,SOLCSLRT2,2025-11-12 12:00:00,2025-11-12 12:00:00,2026-02-04 03:18:00
838483,T3,T3,SOLCSLRT3,SOLCSLRT3,2025-11-12 12:00:00,2025-11-12 12:00:00,2026-02-04 03:23:00
840737,T1,T1,SOLCSLRT1,SOLCSLRT1,2025-11-12 12:00:00,2025-11-12 12:00:00,2026-02-04 03:13:00
858600,T1,T1,HNYCOMBT1,HNYCOMBT1,2026-02-04 00:00:00,2026-02-04 00:00:00,
854100,T1,T1,KEGT1,KEGT1,2026-02-04 00:00:00,2026-02-04 00:00:00,
855780,FMRL,FMRL,BALLINGEFMRL,BALLINGEFMRL,2026-02-04 00:00:00,2026-02-03 23:50:00,2026-02-03 23:51:00
855779,FMRH,FMRH,BALLINGEFMRH,BALLINGEFMRH,2026-02-04 00:00:00,2026-02-03 23:50:00,2026-02-03 23:51:00
839127,T1,T1,PITTSDK2T1,PITTSDK2T1,2026-01-28 18:00:00,2026-01-28 18:00:00,2026-02-03 14:08:00
857486,KT2,KT2,HENKT2,HENKT2,2026-01-07 00:00:00,2026-01-07 00:00:00,2026-02-03 09:05:00
862050,KT2,KT2,SAHKT2,SAHKT2,2026-02-02 18:31:00,2026-02-02 18:31:00,
862026,KT1,KT1,SAHKT1,SAHKT1,2026-02-02 18:30:00,2026-02-02 18:30:00,
776413,T1,T1,CASTESST1,CASTESST1,2025-12-05 00:00:00,2025-12-05 00:00:00,2026-01-27 14:15:00
776463,T1,T1,AMADESST1,AMADESST1,2025-09-04 00:00:00,2025-09-04 00:00:00,
851622,T1,T1,FERDESST1,FERDESST1,2025-12-10 00:00:00,2025-12-10 00:00:00,2026-01-20 15:04:00
833119,T2,T2,PAD2ESST2,PAD2ESST2,2025-10-01 00:00:00,2025-10-01 00:00:00,2026-01-21 19:02:00
768792,PRY2,PRY2,PRYPRY2,PRYPRY2,2025-12-17 00:00:00,2025-12-17 00:00:00,2026-01-16 08:35:00
835253,MR1L,MR1L,GTRSWMR1L,GTRSWMR1L,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-01-17 18:00:00
835252,MR1H,MR1H,GTRSWMR1H,GTRSWMR1H,2025-11-05 00:00:00,2025-11-05 00:00:00,2026-01-17 18:00:00
839310,T2,T2,MLBSLRT2,MLBSLRT2,2025-11-05 23:00:00,2025-11-05 23:00:00,2026-01-17 11:03:00
846798,1519T5191,1519T5191,519T5191,519T5191,2025-12-17 00:00:00,2025-12-17 00:00:00,2026-01-16 10:23:00
774063,T1,T1,HENT1,HENT1,2025-10-24 17:01:00,2025-10-24 17:01:00,2026-01-15 09:54:00
767214,T1,T1,ARYBESST1,ARYBESST1,2025-12-05 00:00:00,2025-12-05 00:00:00,2026-01-14 13:13:00
862026,KT1,KT1,SAHKT1,SAHKT1,2026-01-07 00:00:00,2026-01-07 00:00:00,
862050,KT2,KT2,SAHKT2,SAHKT2,2026-01-07 00:00:00,2026-01-07 00:00:00,
850572,T1,T1,CFLATEST1,CFLATEST1,2025-12-10 00:00:00,2025-12-10 00:00:00,2026-01-06 09:29:00
827121,1510T5101,1510T5101,510T5101,510T5101,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-22 16:51:00
856902,T1,T1,GAIASLRT1,GAIASLRT1,2025-11-19 00:00:00,2025-11-19 00:00:00,2025-12-22 11:23:00
838927,T1,T1,GRYHSLRT1,GRYHSLRT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-10 10:35:00
774063,T1,T1,HENT1,HENT1,2025-12-19 10:48:00,2025-12-19 10:48:00,2025-12-19 10:49:00
847722,T4_J41,T4J41,J4T41,J4T41,2025-12-03 00:00:00,2025-12-03 00:00:00,2025-12-18 14:48:00
845620,KT4,KT4,BCKKT4,BCKKT4,2025-11-05 00:00:00,2025-11-05 00:00:00,
845619,KT3,KT3,BCKKT3,BCKKT3,2025-11-05 00:00:00,2025-11-05 00:00:00,
842700,SU3H,SU3H,TIMPPSU3H,TIMPPSU3H,2025-12-17 07:00:00,2025-12-17 07:00:00,2025-12-17 09:45:00
759604,MPT1,MPT1,SMTHESSMPT1,SMTHESSMPT1,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-12-16 21:55:00
839127,T1,T1,PITTSDK2T1,PITTSDK2T1,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-16 14:24:00
849659,MPT,MPT,VERTESSMPT,VERTESSMPT,2025-12-10 00:00:00,2025-12-10 00:00:00,2025-12-16 14:45:00
842141,KT1,KT1,LNPKT1,LNPKT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-12 17:26:00
747861,1261_E,1261E,1267A,1267A,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-12-12 15:05:00
842700,SU3H,SU3H,TIMPPSU3H,TIMPPSU3H,2025-12-11 15:01:00,2025-12-11 15:01:00,2025-12-12 14:00:00
832354,T1,T1,SYBRSLRT1,SYBRSLRT1,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-30 23:59:00
832355,T2,T2,SYBRSLRT2,SYBRSLRT2,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-30 23:59:00
827239,1601T6011,1601T6011,601T6011,601T6011,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-12 12:20:00
842700,SU3H,SU3H,TIMPPSU3H,TIMPPSU3H,2025-12-09 00:01:00,2025-12-09 00:01:00,2025-12-11 15:00:00
832596,GSU8,GSU8,PPECGSU8,PPECGSU8,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-11 13:34:00
832678,GSU7,GSU7,PPECGSU7,PPECGSU7,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-12-10 09:20:00
842700,SU3H,SU3H,TIMPPSU3H,TIMPPSU3H,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-09 00:00:00
842703,SU4H,SU4H,TIMPPSU4H,TIMPPSU4H,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-12-09 00:00:00
846315,XFRMOBILE,XFRMOBILE,FERISXFRM,FERISXFRM,2025-12-03 00:00:00,2025-12-03 00:00:00,2025-12-03 17:30:00
776413,T1,T1,CASTESST1,CASTESST1,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-11-30 23:05:00
775882,T1,T1,DESNESST1,DESNESST1,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-11-30 23:45:00
844107,T1,T1,BARTSLRT1,BARTSLRT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-22 10:30:00
841195,MPT1,MPT1,TROJSLRMPT1,TROJSLRMPT1,2025-11-18 19:20:00,2025-11-18 19:20:00,2025-11-21 09:41:00
824576,FMR1,FMR1,WATTPFMR1,WATTPAXFMR169,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-20 17:01:00
841195,MPT1,MPT1,TROJSLRMPT1,TROJSLRMPT1,2025-11-05 00:00:00,2025-11-05 00:00:00,2025-11-18 09:45:00
830879,MR2L,MR2L,PRLSWMR2L,PRLSWAXFMR2L,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-14 12:27:00
830878,MR2H,MR2H,PRLSWMR2H,PRLSWAXFMR2H,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-14 12:27:00
830859,MR1L,MR1L,PRLSWMR1L,PRLSWAXFMR1L,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-11-12 22:30:00
840934,T1,T1,ANSON2T1,ANSON2T1,2025-11-01 00:00:00,2025-11-01 00:00:00,2025-11-10 18:29:00
824101,KT1,KT1,BYPKT1,BYPKT1,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-11-06 12:12:00
823690,T2,T2,DORASLRT2,DORASLRT2,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-11-07 15:20:00
823689,T1,T1,DORASLRT1,DORASLRT1,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-11-07 15:20:00
727767,T1,T1,LACASAWDT1,LACASAWDT1,2025-11-01 00:01:00,2025-11-01 00:01:00,2025-11-05 18:15:00
840934,T1,T1,ANSON2T1,ANSON2T1,2025-09-04 00:00:00,2025-09-04 00:00:00,2025-10-31 23:59:00
839310,T2,T2,MLBSLRT2,MLBSLRT2,2025-11-05 00:00:00,2025-11-05 00:00:00,
774063,T1,T1,HENT1,HENT1,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-10-24 17:00:00
751194,MR1L,MR1L,MRLSWMR1L,MRLSWMR1L,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-11-01 18:00:00
751193,MR1H,MR1H,MRLSWMR1H,MRLSWMR1H,2025-05-01 00:00:00,2025-05-01 00:00:00,2025-11-01 18:00:00
727767,T1,T1,LACASAWDT1,LACASAWDT1,2024-11-01 00:00:00,2024-11-01 00:00:00,2025-11-01 00:00:00
830858,MR1H,MR1H,PRLSWMR1H,PRLSWAXFMR1H,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-31 18:00:00
748707,MR2L,MR2L,CATSWMR2L,CATSWMR2L,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-10-31 18:00:00
748706,MR2H,MR2H,CATSWMR2H,CATSWMR2H,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-10-31 18:00:00
748681,MR1L,MR1L,CATSWMR1L,CATSWMR1L,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-10-31 18:00:00
748680,MR1H,MR1H,CATSWMR1H,CATSWMR1H,2025-04-02 00:00:00,2025-04-02 00:00:00,2025-10-31 18:00:00
772101,T1,T1,SHAWSLRT1,SHAWSLRT1,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-10-24 00:00:00
769825,T1,T1,TSECAEST1,TSECAEST1,2025-07-02 00:00:00,2025-07-02 00:00:00,2025-10-29 18:00:00
830026,XF1L,XF1L,MAGRUDERXF1L,MAGRUDERXF1L,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-29 00:01:00
830025,XF1H,XF1H,MAGRUDERXF1H,MAGRUDERXF1H,2025-10-29 00:00:00,2025-10-29 00:00:00,2025-10-29 00:01:00
774826,1511T5111,1511T5111,511T5111,511T5111,2025-10-01 00:00:00,2025-10-01 00:00:00,2025-10-27 12:00:00
771031,T1,T1,MIDPSLRT1,MIDPSLRT1,2025-06-04 00:00:00,2025-06-04 00:00:00,2025-10-21 12:25:00
771155,T3,T3,PINNSLRT3,PINNSLRT3,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-10-22 19:16:00
771154,T2,T2,PINNSLRT2,PINNSLRT2,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-10-22 19:16:00
771153,T1,T1,PINNSLRT1,PINNSLRT1,2025-08-06 00:00:00,2025-08-06 00:00:00,2025-10-22 19:16:00
461739,T1,T1,ANSON1T1,ANSON1T1,2025-10-06 07:00:00,2025-10-06 07:00:00,2025-10-20 18:29:00
