teid,ercotDampsseId,tier,our_op_eqcode,dampsse_name_raw,dampsse_active_in_window,DeviceType,FromName,ToName,Substation1,Substation2,Name
279066,9321,station_pair,TROUP_AXFMR1,TROUP_FMR1,True,Transformer,TROUPSS_8,TROUPSS_9,TROUP,TROUP,FMR1 69kV-138kV
280400,4673,station_pair_ckt,LON_HILL_345_1382H_H,LON_HILL_69A2,True,Transformer,LH2DUM,LONHILL7A,LON_HILL,LON_HILL,382H 345kV-1kV
279296,4370,station_pair_leg,KLNSW_AXFMR1H_H,KLNSW_MR1H,True,Transformer,KILL_SS__5,KLNSW1_1,KLNSW,KLNSW,MR1H 345kV-1kV
60320,938,station_pair_leg,ALNSW_AXFMR2L_H,ALNSW_MR2L,True,Transformer,ALLENSWS2_8,ALNSW2_1,ALNSW,ALNSW,MR2L 138kV-1kV
279608,7658,station_pair,SANORTH_138_69T1_H,SANORTH_69T1,True,Transformer,SANORTH4A,SANORTH2A,SANORTH,SANORTH,69T1 69kV-138kV
5760701,2946,substring_name_leg,FAYETT_AT2L_H,FAYETT_AT2L,True,Transformer,L_FAYETT8_1Y,1000,FAYETT,FAYETT,AT2L 138kV-1kV
319007,2608,substring_name,DOW_AT6H_H,DOW_AT6,True,Transformer,DOW____POI_5,DOW____A6STR,DOW,DOW,AT6H 345kV-1kV
279220,4624,station_pair_leg,MCSES_AXFMR1L,MCSES_MR1L,True,Transformer,MTCK1_9,MCSES1_1,MCSES,MCSES,MR1L 69kV-1kV
400155,4325,station_pair,HOLDY_AXFMR1,HOLDY_FMR1,True,Transformer,HOLLIDAY_9,HOLLIDAY_8,HOLDY,HOLDY,FMR1 138kV-69kV
279408,2662,substring_name,DANSBY_T3_H,DANSBY_T3,True,Transformer,BRYN_DSBY69,DAN_DANSBYG3,DANSBY,DANSBY,T3 69kV-13.8kV
190009,9539,station_pair_leg,WHTNY_XFMRT1,WHTNY_HT1H,True,Transformer,WHITNEY8,WHITNEYSW,WHTNY,WHTNY,FMRT 69kV-138kV
278998,6343,station_pair_ckt,PEARSALL_138_69_4_L,PEARSALL_69_4,True,Transformer,PEARSALLSW9,PEARSALLSUB8,PEARSALL,PEARSALL,69_4 138kV-69kV
279146,6167,station_pair_leg,ODEHV_AXFMR1H,ODEHV_MR1H,True,Transformer,ODEHVD_5,ODEHV1_1,ODEHV,ODEHV,MR1H 345kV-1kV
279491,1017,station_pair_leg,BOMSW_AXFMR1H,BOMSW_MR1H,True,Transformer,BOWMAN_5,BOMSW1_1,BOMSW,BOMSW,MR1H 345kV-1kV
280411,8017,station_pair_leg,SKYLINE_AXFMR3H,SKYLINE_MR3H,True,Transformer,SKYSTAR3,SKYLINE_5,SKYLINE,SKYLINE,MR3H 345kV-1kV
100188,9415,station_pair,WINK_WINKAT2B,WINK_KAT2,True,Transformer,TNWINK____0,TNWINK____1,WINK,WINK,KAT2 138kV-69kV
279638,4553,station_pair_leg,LYTTON_S_LY_AT1L,LYTTON_S_AT1L,True,Transformer,LYTTON13,LYTTON1_1KV,LYTTON_S,LYTTON_S,AT1L 138kV-1kV
280412,7617,station_pair_leg,RNKSW_AXFMR2L,RNKSW_MR2L,True,Transformer,ROANOKE2T_8,RNKSW2_1,RNKSW,RNKSW,MR2L 138kV-1kV
863967,13301,substring_name,FRONTERA_XFL1_H,FRONTERA_XFL1,True,Transformer,FRONTERA0C,FRONTERA4B,FRONTERA,FRONTERA,XFL1 138kV-1kV
304027,9315,substring_name,TB_AT2H_H,TB_AT2,True,Transformer,TOMBAL__B345,TOMBAL_A2STR,TB,TB,AT2H 345kV-1kV
28328,6065,station_pair_leg,ORANS_AXFMR2H,ORANS_XF2H,True,Transformer,ORAN1_8,ORANS2_1,ORANS,ORANS,XF2H 138kV-1kV
280414,4631,station_pair_leg,LA_PALMA_138_69A1_H,LA_PALMA_69A1,True,Transformer,LAPALMA2A,LA_PALMA4A,LA_PALMA,LA_PALMA,69A1 69kV-138kV
279952,2755,substring_name,ELB_EC_XF1,ELB_ECXF,True,Transformer,ELB_ELBCREEK,ELB_1_5,ELB,ELB,ECXF 34.5kV-345kV
280416,4298,station_pair_leg,GIBCRK_GCSWT2L,GIBCRK_WT2L,True,Transformer,GIBN_CRK_1_3,GIBN_CREK_8,GIBCRK,GIBCRK,WT2L 138kV-1kV
372720,1027,substring_name,CABEZON_T2_H,CABEZON_T2,True,Transformer,CABEZON_W2,CABEZON,CABEZON,CABEZON,T2 345kV-34.5kV
327087,4396,substring_name,JCK_AT2H_H,JCK_AT2,True,Transformer,JONCRK__B345,JONCRK_A2STR,JCK,JCK,AT2H 345kV-1kV
279787,9486,substring_name,WRN_XT1_H,WRN_XT1,True,Transformer,WARVUE_POI_8,WRN_TARGA_1,WRN,WRN,XT1 138kV-12.5kV
2013,6312,substring_name,PHR_AT2H_H,PHR_AT2,True,Transformer,P_H_R___B345,P_H_R__A2STR,PHR,PHR,AT2H 345kV-1kV
364817,6178,substring_name,PHARRSVC_AUT2_H,PHARRSVC_AUT2,True,Transformer,PHARR0B,PHARR4C,PHARRSVC,PHARRSVC,AUT2 138kV-23.5kV
718824,12209,station_pair_leg,EXCSW_AXFMR2H,EXCSW_MR2H,True,Transformer,EXCHANGE1_5,EXCHANGE2_T,EXCSW,EXCSW,MR2H 345kV-1kV
54008,6137,station_pair_leg,ORANS_AXFMR1LH,ORANS_XF1L,True,Transformer,ORAN1_9,ORANS1_1,ORANS,ORANS,XF1L 69kV-1kV
139919,953,substring_name,BLSUMMIT_TRF1H,BLSUMMIT_TRF1,True,Transformer,BLSMT_1_5,BLSMT1_5,BLSUMMIT,BLSUMMIT,TRF1 345kV-34.5kV
320667,4648,substring_name_leg,LYTTON_S_AT3H_H,LYTTON_S_AT3H,True,Transformer,LYTTON34,L_LYTTSP1_1Y,LYTTON_S,LYTTON_S,AT3H 345kV-1kV
278981,6106,substring_name,PC_NORTH_P1T1,PC_NORTH_P1T1,False,Transformer,PC__PANTHER1,PC_NORTH_1_5,PC_NORTH,PC_NORTH,PCT1 345kV-34.5kV
279523,6063,station_pair,ODNTH_AXFMR1,ODNTH_FMR1,True,Transformer,ODESSANO_8,ODESSANO_9,ODNTH,ODNTH,FMR1 69kV-138kV
405559,9420,station_pair_leg,WLNDSSRC_1W1,WLNDSSRC_XF-1,True,Transformer,WLNDTIRC1,WLNDSSRC,WLNDSSRC,WLNDSSRC,XF-1 345kV-138kV
279401,9398,station_pair_leg,VENSW_AXFMR3H,VENSW_MR3H,True,Transformer,VENUS_N5,VENSW3_1,VENSW,VENSW,MR3H 345kV-1kV
279271,12202,station_pair_leg,DILLEYSW_138_69_1,DILLEYSW_XF1H,True,Transformer,DILEYSWSTEC8,DLYSWSTECSB9,DILLEYSW,DILLEYSW,69_1 69kV-138kV
81018,9393,substring_name,TWINBU_AT2L_H,TWINBU_AT2L,True,Transformer,L_TWINBU8_1Y,L_TWINBU1_2Z,TWINBU,TWINBU,AT2L 138kV-1kV
279225,899,station_pair_leg,ANASW_AXFMR2L-H,ANASW_XF2L,True,Transformer,ANNASW_8,ANASW2_1,ANASW,ANASW,XF2L 138kV-1kV
370248,1232,station_pair_leg,CRSCN_AXFMR1L_H,CRSCN_XF1L,True,Transformer,CORS__9,CRSCN1_1,CRSCN,CRSCN,XF1L 69kV-1kV
279649,9365,station_pair_leg,VICTORIA_138_69A1_H,VICTORIA_69A1,True,Transformer,VICTORIA4A,VICTORIA2A,VICTORIA,VICTORIA,69A1 69kV-138kV
1743,13628,substring_name,ARPT_MARYAT1_1,ARPT_MARYAT1_1,False,Line,MARYATTP2A,ARPT2A,REDGATE,REDGATE,GS2Y 13.8kV-1kV
279226,1228,station_pair_leg,CMTSW_AXFMR1,CMTSW_FMR1,True,Transformer,CALMONT1_8,CALMONT1_9,CMTSW,CMTSW,FMR1 69kV-138kV
681480,11783,station_pair_leg,TEASW_AXFMR2L,TEASW_MR2L,True,Transformer,TEAL_8,TEASW_1_2,TEASW,TEASW,MR2L 138kV-1kV
326252,5994,substring_name,NA_NO_1H,NA_NO_1,True,Transformer,NA_2,NASA___X06B8,,,NO_1 138kV-12.47kV
262772,1254,station_pair_leg,CAGNON_AXFMR1H-H,CAGNON_MR1H,True,Transformer,CAGNON_5,CAGSTAR1,CAGNON,CAGNON,MR1H 345kV-1kV
326255,6152,substring_name,NA_NO_5H,NA_NO_5,True,Transformer,NA_3,NASA___X06B8,,,NO_5 138kV-12.47kV
313123,4268,substring_name,HAMILTON_AUT2_H,HAMILTON_AUT2,True,Transformer,HAMILTON4A,HAMILTON1B,HAMILTON,HAMILTON,AUT2 138kV-19.5kV
320383,9524,substring_name,YUCSW_MR1HH,YUCSW_MR1H,True,Transformer,YUCCADR_8,YUCSW1_1,YUCSW,YUCSW,MR1H 138kV-1kV
279398,7623,station_pair,SACH_138_69T1_H,SACH_69T1,True,Transformer,SACH4A,SACH2A,SACH,SACH,69T1 69kV-138kV
280436,7883,station_pair,STASW_AXFMRH,STASW_FMR1,True,Transformer,STANTON_E_8,STANTON_E_9,STASW,STASW,FMR1 138kV-69kV
279046,4542,station_pair_leg,LENSW_AXFMR2H,LENSW_FMR2,True,Transformer,LEON5_9,LEONSW_8,LENSW,LENSW,FMR2 69kV-138kV
279785,9424,substring_name,WO_AT2H_H,WO_AT2,True,Transformer,WHITOK_B138B,WHITOK_A2STR,WO,WO,AT2H 138kV-1kV
279846,2746,substring_name,DOW_AT1H_H,DOW_AT1,True,Transformer,DOW____POI_5,DOW____A1STR,DOW,DOW,AT1H 345kV-1kV
88075,1052,substring_name,BI_AT4_H,BI_AT4,True,Transformer,BELAIR__B345,BELAIR_A4STR,BI,BI,AT4 345kV-1kV
279720,4460,station_pair,KINGSBER_KB_AT_1,KINGSBER_AT_1,True,Transformer,KINGSMB1,KINGSBRY,KINGSBER,KINGSBER,AT_1 138kV-69kV
465299,2529,station_pair_leg,CMBSW_AXFMR1L,CMBSW_MR1L,True,Transformer,CARMICHL_8,CARMICHL_1,CMBSW,CMBSW,MR1L 138kV-1kV
399343,4414,substring_name,IH20_IHS1_HISIDE,IH20_IHS1,True,Transformer,TNIH20____1,TNIH20SVC_1,IH20,IH20,IHS1 138kV-31kV
279101,4357,station_pair,HRN_HRNAT1,HRN_NAT1,True,Transformer,HEARNE8,HEARNE9,HRN,HRN,NAT1 69kV-138kV
280159,4429,station_pair_leg,LENSW_AXFMR5H,LENSW_FMR5,True,Transformer,LEON5_9,LEONSW_8,LENSW,LENSW,FMR5 138kV-69kV
279327,2887,station_pair,GEOWEST_138_69_1,GEOWEST_69_1,True,Transformer,GEORGEWSTSW9,GEORGEWSTSW8,GEOWEST,GEOWEST,69_1 69kV-138kV
279047,2859,station_pair_leg,ELMOT_AXFMR1H,ELMOT_FMR1,True,Transformer,ELM_MOTT__9,ELM_MOTT__8,ELMOT,ELMOT,FMR1 69kV-138kV
21497,4235,substring_name_leg,GS_AT2L_H,GS_AT2L,True,Transformer,GABLE____B69,GABLE__A2STR,GS,GS,AT2L 69kV-1kV
416406,1242,station_pair,BNTSW_AXFMR1,BNTSW_FMR1,True,Transformer,BENNETT_8,BENNETT_9,BNTSW,BNTSW,FMR1 69kV-138kV
652128,11558,station_pair_leg,LPNSW_AXFMR2L,LPNSW_MR2L,True,Transformer,LOOP9_8,LPNSW_1_2,LPNSW,LPNSW,MR2L 138kV-1kV
279322,1188,station_pair_leg,CLIMAX_CLIMAAT1,CLIMAX_AAT1,True,Transformer,TNCLIMAX__1,TNCLIMAX__0,CLIMAX,CLIMAX,AAT1 69kV-138kV
279685,2984,substring_name,GABRIE_AT1H,GABRIE_AT1,True,Transformer,L_GABRIE9_1Y,L_GABRIE8_1Y,GABRIE,GABRIE,AT1 69kV-138kV
28444,6066,station_pair_leg,ORANS_AXFMR2L,ORANS_XF2L,True,Transformer,ORAN1_9,ORANS2_1,ORANS,ORANS,XF2L 69kV-1kV
279165,7781,substring_name,SC_AT1H_H,SC_AT1,True,Transformer,S_CHAN__B138,S_CHAN_A1STR,SC,SC,AT1H 138kV-1kV
279574,2938,station_pair_leg,EDGWD_AXFMR2L,EDGWD_MR2L,True,Transformer,EDGEWOOD_9,EDGWD2_1,EDGWD,EDGWD,MR2L 69kV-1kV
196470,9507,substring_name,WAKEWE_T2H,WAKEWE_T2,True,Transformer,WAKE_UNIT2,WAKE_5,WAKEWE,WAKEWE,T2 345kV-34.5kV
279675,4388,station_pair,HONDOCK_138_69_1,HONDOCK_69_1,True,Transformer,HONDOCREEK8,HONDOCREEK9,HONDOCK,HONDOCK,69_1 69kV-138kV
279828,9387,substring_name,TNWHTBKR_WB_AT_1,TNWHTBKR_WBAT,True,Transformer,TNWHITEBKR1,TNWHITEBKR0,TNWHTBKR,TNWHTBKR,WBAT 138kV-69kV
399344,4440,substring_name,IH20_IHS2_HISIDE,IH20_IHS2,True,Transformer,TNIH20____1,TNIH20SVC_1,IH20,IH20,IHS2 138kV-31kV
361523,6140,substring_name,PALMASVC_AUT1_H,PALMASVC_AUT1,True,Transformer,LAPALMA0C,LAPALMA4B,PALMASVC,PALMASVC,AUT1 138kV-23.5kV
438354,7868,station_pair_leg,SARRD_AXFMR2H-H,SARRD_MR2H,True,Transformer,SARGT1_5,SARRD2_1,SARRD,SARRD,MR2H 345kV-1kV
374205,2900,station_pair_leg,EVRSW_AXFMR4H_H,EVRSW_MR4H,True,Transformer,EVRMAN_E5,EVRSW4_1,EVRSW,EVRSW,MR4H 345kV-1kV
830879,12897,station_pair_leg,PRLSW_AXFMR2L,PRLSW_MR2L,True,Transformer,PRAIRILND__4,PRAIRILND_8,PRLSW,PRLSW,MR2L 138kV-1kV
429032,9419,substring_name,WLFSW_AX1LH,WLFSW_AX1L,True,Transformer,WOLFSS_8,WLFSW_1A,WLFSW,WLFSW,AX1L 138kV-1kV
279402,9274,station_pair_leg,VENSW_AXFMR3L,VENSW_MR3L,True,Transformer,VENUS3_8,VENSW3_1,VENSW,VENSW,MR3L 138kV-1kV
80439,7821,substring_name,SHANNONW_T1_H,SHANNONW_T1,True,Transformer,SCLAY_UNIT1,SCLAY_5,SHANNONW,SHANNONW,T1 345kV-34.5kV
280168,8014,station_pair_leg,VALERO_XF_2_69,VALERO_2_69,True,Transformer,VALERO2A,VAL_VALEROG2,VALERO,VALERO,2_69 13.8kV-69kV
279238,7721,station_pair_leg,SARRD_AXFMR1H-H,SARRD_MR1H,True,Transformer,SARGT1_5,SARRD1_1,SARRD,SARRD,MR1H 345kV-1kV
334578,4276,substring_name,HICKMAN_T2_H,HICKMAN_T2,True,Transformer,SANTRITA_5,SANTRITA_G2,HICKMAN,HICKMAN,T2 345kV-34.5kV
359854,4413,substring_name,HUD_XT02H,HUD_XT02,True,Transformer,HUD_CTG1,HUD_8_1,HUD,HUD,XT02 138kV-13.8kV
280169,4583,station_pair_leg,LYTTON_S_LY_AT2H,LYTTON_S_AT2H,True,Transformer,LYTTON34,LYTTON2_1KV,LYTTON_S,LYTTON_S,AT2H 345kV-1kV
69860,827,station_pair_leg,ALMC_138_69T2_H,ALMC_T2,True,Transformer,ALMC4A,ALMC2B,ALMC,ALMC,T2 138kV-69kV
419958,892,substring_name,ACSSW_AX2HH,ACSSW_AX2H,True,Transformer,ANDRCOSO_5,ACSSW_2,ACSSW,ACSSW,AX2H 345kV-1kV
875578,14688,station_pair_leg,GAINSVIL_AUTO2_H,GAINSVIL_TRF2,True,Transformer,GAINESVILL,GAINSVIL,GAINSVIL,GAINSVIL,TRF2 69kV-138kV
278994,6236,station_pair,ORNGROV_138_69_1,ORNGROV_69_1,True,Transformer,ORANGEGRVSW9,ORANGEGRVSW8,ORNGROV,ORNGROV,69_1 69kV-138kV
726990,12212,station_pair_leg,HERON_1_138_1_H,HERON_XF1H,True,Transformer,HERONDUM,HERON2A,HERON,HERON,XF1H 138kV-1kV
279763,8000,substring_name_leg,THW_AT1L_H,THW_AT1L,True,Transformer,T_H_W___B138,T_H_W__A1STR,THW,THW,AT1L 138kV-1kV
279564,6050,station_pair_leg,MNSES_AXFMR1L,MNSES_MR1L,True,Transformer,MOSES1_8,MNSES1_1,MNSES,MNSES,MR1L 138kV-1kV
279682,7811,substring_name,SANDCR_AT1H,SANDCR_AT1,True,Transformer,L_SANDCR8_1Y,L_SANDCR9_1Y,SANDCR,SANDCR,AT1 69kV-138kV
279037,9551,station_pair_leg,WWEST_AXFMR2H,WWEST_MR2H,True,Transformer,WACO_W1_8,WWEST2_1,WWEST,WWEST,MR2H 138kV-1kV
278967,6218,station_pair,PAUL_138_69_1,PAUL_69-1,True,Transformer,PAUL2A,LKPAULS4A,PAUL,PAUL,69-1 69kV-138kV
278984,1203,station_pair,BOW_AXFMR1,BOW_FMR1,True,Transformer,BOWIE8,BOWIE9,BOW,BOW,FMR1 69kV-138kV
279531,7611,station_pair_leg,RDWELLS_RDW_A1,RDWELLS_FMR1,True,Transformer,RDWELLS138,RDWELLS69,RDWELLS,RDWELLS,FMR1 69kV-138kV
280176,9291,station_pair_leg,TMPSW_AXFMR1L,TMPSW_MR1L,True,Transformer,TEMP_SS_R_8,TMPSW1_1,TMPSW,TMPSW,MR1L 138kV-1kV
279425,4350,station_pair,HIL_138_69_1,HIL_XFMR,True,Transformer,HILLTOP8,HILLTOP9,HIL,HIL,XFMR 69kV-138kV
279083,6095,station_pair_leg,NCDSE_AXFMR1H,NCDSE_MR1H,True,Transformer,NACOGDSE_5,NCDSE1_1,NCDSE,NCDSE,MR1H 345kV-1kV
280180,2832,station_pair_leg,EVRSW_AXFMR3H,EVRSW_MR3H,True,Transformer,EVRMAN_W5,EVRSW3_1,EVRSW,EVRSW,MR3H 345kV-1kV
280181,1275,substring_name,DANSBY_T2_H,DANSBY_T2,True,Transformer,BRYN_DSBY69,DAN_DANSBYG2,DANSBY,DANSBY,T2 69kV-13.8kV
279198,4418,substring_name,JN_AT1H_H,JN_AT1,True,Transformer,JENETA__B345,JENETA_A1STR,JN,JN,AT1H 345kV-1kV
60394,2849,station_pair_leg,FSHSW_AXFMR1L_H,FSHSW_MR1L,True,Transformer,FISHRDSS1_8,FSHSW1_1,FSHSW,FSHSW,MR1L 138kV-1kV
717097,12112,station_pair_leg,RGRSW_AXFMR1H,RGRSW_MR1H,True,Transformer,RANGER_5,RANGER1_T,RGRSW,RGRSW,MR1H 345kV-1kV
280185,4288,station_pair_leg,JKSVL_AXFMR2,JKSVL_FMR2,True,Transformer,JAXVLSW_8,JAXVL2SS_9,JKSVL,JKSVL,FMR2 69kV-138kV
429036,9381,substring_name,WLFSW_AX2HH,WLFSW_AX2H,True,Transformer,WOLFSS_5,WLFSW_2A,WLFSW,WLFSW,AX2H 345kV-1kV
127817,1136,station_pair_leg,CBFSW_AXFMR1H,CBFSW_MR1H,True,Transformer,CENTBLUF_5,CENTBLUF_1,CBFSW,CBFSW,MR1H 345kV-1kV
280216,6102,station_pair_leg,ODEHV_AXFMR2L,ODEHV_MR2L,True,Transformer,ODESEHV_8,ODEHV2_1,ODEHV,ODEHV,MR2L 138kV-1kV
13348,4241,station_pair_leg,HCKSW_AXFMR1LH,HCKSW_MR1L,True,Transformer,HICKS_SW_1_8,HCKSW1_1,HCKSW,HCKSW,MR1L 138kV-1kV
829939,11389,station_pair_leg,GARZA_1_138_1_H,GARZA_XF1H,True,Transformer,GZDMYA,GARZA4A,GARZA,GARZA,XF1H 138kV-1kV
279541,7660,station_pair,SARDIS_138_69_1,SARDIS_XFMR,True,Transformer,SARDIS9,SARDIS8,SARDIS,SARDIS,XFMR 69kV-138kV
279725,865,station_pair_leg,AUSTRO_AU_AT1H,AUSTRO_AT1H,True,Transformer,L_AUSTRO5_1Y,AUSTRO1_1KV,AUSTRO,AUSTRO,AT1H 345kV-1kV
279016,6249,station_pair_leg,PRSSW_AXFMR1L,PRSSW_MR1L,True,Transformer,PARIS_SW1_8,PRSSW1_1,PRSSW,PRSSW,MR1L 138kV-1kV
330408,6012,substring_name,MASOCT_AT3H,MASOCT_AT3,True,Transformer,L_MASOCT9_2Y,L_MASOCT8_1Y,MASOCT,MASOCT,AT3 138kV-69kV
279284,6323,station_pair_leg,PTENN_AXFMR1L,PTENN_MR1L,True,Transformer,PL_TENNY_8,PTENN1_1,PTENN,PTENN,MR1L 138kV-1kV
280443,912,substring_name_leg,BI_AT1L_H,BI_AT1L,True,Transformer,BELAIR_B138A,BELAIR_A1STR,BI,BI,AT1L 138kV-1kV
313115,4312,substring_name,HAMILTON_AUT1_H,HAMILTON_AUT1,True,Transformer,HAMILTON4A,HAMILTON1A,HAMILTON,HAMILTON,AUT1 138kV-19.5kV
279077,7909,station_pair_leg,SSPSW_AXFMR1L,SSPSW_MR1L,True,Transformer,SULSP_SS1_8,SSPSW1_1,SSPSW,SSPSW,MR1L 138kV-1kV
279622,7847,substring_name,THW_AT1_H,THW_AT1,True,Transformer,T_H_W__POI_5,T_H_W__A1STR,THW,THW,AT1 345kV-1kV
326254,6026,substring_name,NA_NO_4H,NA_NO_4,True,Transformer,NA_4,NASA___X06B8,,,NO_4 138kV-12.47kV
875384,14687,station_pair_leg,GAINSVIL_AUTO1_L,GAINSVIL_TRF1,True,Transformer,GAINESVILL,GAINSVIL,GAINSVIL,GAINSVIL,TRF1 138kV-69kV
279027,9547,station_pair_leg,WLVEE_AXFMR1L_H,WLVEE_MR1L,True,Transformer,WLEVEE_1T8,WLVEE1_1,WLVEE,WLVEE,MR1L 138kV-1kV
279500,4261,station_pair,GNSVL_AXFMR1,GNSVL_FMR1,True,Transformer,GAINVLDX1_8,GAINVLDX1_9,GNSVL,GNSVL,FMR1 138kV-69kV
279849,6103,station_pair,OGSES_FRM1,OGSES_FMR1,True,Transformer,OAKGROVE_5,OAKGROVE_8,OGSES,OGSES,FMR1 345kV-138kV
279592,9416,station_pair_leg,WINKS_AXFMR1,WINKS_FMR1,True,Transformer,WINKSS_8,WINKSS_9,WINKS,WINKS,FMR1 69kV-138kV
6037,2573,substring_name,DIGBY_T1H,DIGBY_T1,True,Transformer,ELECTRA_5,ELECTRA_1,DIGBY,DIGBY,T1 345kV-34.5kV
270552,7716,substring_name,SALEM_AT4H_H,SALEM_AT4H,True,Transformer,L_SALEM_5_1Y,L_SALEM1_1,SALEM,SALEM,AT4H 345kV-1kV
279571,2904,station_pair_leg,FGRSW_AXFMR1L,FGRSW_MR1L,True,Transformer,FOREGROV_8,FGRSW1_1,FGRSW,FGRSW,MR1L 138kV-1kV
717098,12113,station_pair_leg,RGRSW_AXFMR1L,RGRSW_MR1L,True,Transformer,RANGER_8,RANGER1_T,RGRSW,RGRSW,MR1L 138kV-1kV
279449,2786,station_pair,DUBLN_AXFMR1,DUBLN_FMR1,True,Transformer,DUBLIN1_9,DUBLIN1_8,DUBLN,DUBLN,FMR1 69kV-138kV
280426,4514,station_pair_leg,HUTTO_AXFMR1H,HUTTO_MR1H,True,Transformer,HUTTOSS__5,HUTTOSS1_1,HUTTO,HUTTO,MR1H 345kV-1kV
21711,4550,substring_name,LON_HILL_69A1_H,LON_HILL_69A1,True,Transformer,LON_HILL2A,LON_HILL4A,LON_HILL,LON_HILL,69A1 69kV-138kV
104415,4333,substring_name,JOR_AT2H_H,JOR_AT2,True,Transformer,JORDAN__B345,JORDAN_A2STR,JOR,JOR,AT2H 345kV-1kV
603130,1153,station_pair_leg,CONSW_AXFMR1H,CONSW_MR1H,True,Transformer,CONSAVVY_5,CONSW_AUTO1,CONSW,CONSW,MR1H 345kV-1kV
279250,7832,station_pair_leg,SPUNKY_AXFMR1,SPUNKY_FMR1,True,Transformer,SPUNKY8,SPUNKY9,SPUNKY,SPUNKY,FMR1 69kV-138kV
279527,4385,substring_name,HOC_AT1_H,HOC_AT1,True,Transformer,H_O_C___B138,H_O_C__A1STR,HOC,HOC,AT1 138kV-1kV
279272,9345,station_pair_leg,WHTNY_AXFMR2_L,WHTNY_MR2L,True,Transformer,WHITNEY8,WHITNEYSW,WHTNY,WHTNY,FMR2 69kV-138kV
124653,7893,station_pair_leg,SCOSW_AXFMR1H,SCOSW_MR1H,True,Transformer,SCURCNTYS_5,SCURCNTY1_1,SCOSW,SCOSW,MR1H 345kV-1kV
280441,4490,station_pair_leg,KENDAL_4LH,KENDAL_AT4L,True,Transformer,L_KENDAL8_2Y,L_KENDAL1_1,KENDAL,KENDAL,AT4L 138kV-1kV
280071,2886,substring_name_leg,GBY_AT5L_H,GBY_AT5L,False,Transformer,GRNBYU__B69A,GRNBYU_A5STR,GBY,GBY,AT5 69kV-1kV
279294,4234,station_pair,GRMSW_AXFMR1,GRMSW_FMR1,True,Transformer,GRAHAMSW_8,GRAHAMSW_9,GRMSW,GRMSW,FMR1 138kV-69kV
69541,4356,substring_name,HRFDWIND_T2_H,HRFDWIND_T2,True,Transformer,HRFDWIND_V,HRFDWIND_5,HRFDWIND,HRFDWIND,T2 345kV-34.5kV
327932,1135,station_pair,CASSAVA_CASA1_H,CASSAVA_T1,True,Transformer,CASSAVA4A,CASSAVA2A,CASSAVA,CASSAVA,T1 138kV-69kV
279373,7626,station_pair,SANMGSW_138_69_1,SANMGSW_69_1,True,Transformer,SNMIGUELSWA9,SNMIGUELSWB8,SANMGSW,SANMGSW,69_1 69kV-138kV
98558,891,substring_name,ACSSW_AX1LH,ACSSW_AX1L,True,Transformer,ANDRCOSO_8,ANDRCOSO_1,ACSSW,ACSSW,AX1L 138kV-1kV
255036,4390,station_pair,ILLN_138_69_AUTO1_H,ILLN_AUT1,True,Transformer,ILLN2A,ILLN4A,ILLN,ILLN,AUT1 138kV-69kV
582373,5984,station_pair_leg,MDLNE_AXFMR1H,MDLNE_MR1H,True,Transformer,MIDLET_5,MDLNE1_2,MDLNE,MDLNE,MR1H 345kV-1kV
61724,6264,station_pair_leg,ODEHV_AXFMR3L,ODEHV_MR3L,True,Transformer,ODESEHV_8,ODEHV3_1,ODEHV,ODEHV,MR3L 138kV-1kV
113628,6019,substring_name,MDO_AT2H_H,MDO_AT2,True,Transformer,MEADOW__B345,MEADOW_A2STR,MDO,MDO,AT2H 345kV-1kV
830878,12896,station_pair_leg,PRLSW_AXFMR2H,PRLSW_MR2H,True,Transformer,PRAIRILND_5,PRAIRILND__4,PRLSW,PRLSW,MR2H 345kV-1kV
279320,9385,station_pair_leg,WTRML_AXFMR1H,WTRML_MR1H,True,Transformer,WATMLL_W5,WTRML1_1,WTRML,WTRML,MR1H 345kV-1kV
859553,13214,station_pair_leg,TMPSW_AXFMR2H,TMPSW_MR2H,True,Transformer,TEMP_SS__5,TMPSW1_2,TMPSW,TMPSW,MR2H 345kV-1kV
279495,1260,substring_name,CBY_AT2AL_H,CBY_AT2A,True,Transformer,CEDARP_B138C,CEDARP_2BSTR,CBY,CBY,A2AL 138kV-1kV
279205,4525,substring_name,JN_AT3H_H,JN_AT3,True,Transformer,JENETA__B345,JENETA_A3STR,JN,JN,AT3H 345kV-1kV
280196,2623,station_pair_leg,CNRSW_AXFMR2H,CNRSW_MR2H,True,Transformer,CNVLSW1_5,CNRSW2_1,CNRSW,CNRSW,MR2H 345kV-1kV
279155,4292,station_pair,FTLN_138_69T1_H,FTLN_69T1,True,Transformer,L_FORTLA8_1Y,FTLN2A,FTLN,FTLN,69T1 69kV-138kV
363104,6215,station_pair,OWLS_138_69_1_HS,OWLS_XFR1,True,Transformer,OWLS4A,OWLS2A,OWLS,OWLS,XFR1 138kV-69kV
279480,1160,substring_name,BI_AT5_H,BI_AT5,True,Transformer,BELAIR__B345,BELAIR_A5STR,BI,BI,AT5 345kV-1kV
124321,7870,station_pair_leg,SCOSW_AXFMR1L,SCOSW_MR1L,True,Transformer,SCURCNTYS_8,SCURCNTY1_1,SCOSW,SCOSW,MR1L 138kV-1kV
