teid,branch_id,base_model_status,implied_default_status,pct_closed,base_from_name,base_to_name,base_circuit,base_device_type,from_bus,to_bus,ckt,DeviceType,match_type
279449,60110722.0,Open,Closed,0.882,DUBLIN1_9,DUBLIN1_8,1,Transformer,DUBLIN1_9,DUBLIN1_8,1,Transformer,direct_label
279465,60110873.0,Open,Closed,0.824,MCGREGPH1_9,MCGREGPH1_8,1,Transformer,MCGREGPH1_8,MCGREGPH1_9,1,Transformer,direct_label
279517,60005789.0,Open,Closed,0.933,LIMEST__B138,49168_STAR,A1,Transformer,LIMEST__B138,49168_STAR,A1,Transformer,direct_label
279577,60007461.0,Open,Closed,0.85,BRYN_TABOR69,BRYN_TABR138,1,Transformer,BRYN_TABOR69,BRYN_TABR138,1,Transformer,direct_label
279595,60112772.0,Open,Closed,0.941,HHOLLOW2_1_8,HHOLLO_WIND1,1,Transformer,HHOLLO_WIND1,HHOLLOW2_1_8,1,Transformer,direct_label
279687,60111040.0,Open,Closed,0.875,L_SIMGID8_1Y,GID_GIDEONG1,1,Transformer,L_SIMGID8_1Y,GID_GIDEONG1,1,Transformer,direct_label
279809,60112795.0,Open,Closed,0.588,GOAT_1_5,GOA_GOATWIND,1,Transformer,GOA_GOATWIND,GOAT_1_5,1,Transformer,direct_label
279838,60110895.0,Open,Closed,0.588,BRAUNIG_E,BRAUNIG_VHB1,1,Transformer,BRAUNIG_E,BRAUNIG_VHB1,1,Transformer,direct_label
279839,60110896.0,Open,Closed,0.765,BRAUNIG_E,BRAUNIG_VHB2,1,Transformer,BRAUNIG_E,BRAUNIG_VHB2,1,Transformer,direct_label
280095,60111864.0,Open,Closed,1.0,CVC_2_5,CVC_CVC_G2,G2,Transformer,CVC_CVC_G2,CVC_2_5,G2,Transformer,direct_label
280349,60112771.0,Closed,Open,0.294,H_HOLLOW_1_8,H_HOLLO_WND1,1,Transformer,H_HOLLO_WND1,H_HOLLOW_1_8,1,Transformer,direct_label
2805,60002540.0,Open,Closed,1.0,ARPCHIPR_9,TROUP_9,1,Line,TROUP_9,ARPCHIPR_9,1,Line,direct_label
281773,60006898.0,Open,Closed,0.941,WHITE_PT4C,WHITE_PT4E,S2,Line,WHITEPT4A,WHITE_PT4C,S2,Line,direct_label
2931,60002245.0,Open,Closed,0.75,CITYVIEW_8,PPG_OXYGEN_8,1,Line,CITYVIEW_8,PPG_OXYGEN_8,1,Line,direct_label
2954,60002741.0,Open,Closed,0.8,TELICO,MONTFTSS__8,1,Line,TELICO,MONTFTSS__8,1,Line,direct_label
298141,60112588.0,Open,Closed,1.0,BORDAS_5,BRDS_JAVEL18,T1,Transformer,BRDS_JAVEL18,BORDAS_5,T1,Transformer,direct_label
300554,60003644.0,Open,Closed,1.0,BRKSDLE2A,CAMPWOOD2A,1,Line,BRKSDLE2A,CAMPWOOD2A,1,Line,direct_label
300646,60005454.0,Open,Closed,0.85,I20_RC,COMBINRC1,1,Line,I20_RC,COMBINRC1,1,Line,direct_label
30229,60007218.0,Open,Closed,1.0,SILR2A,SILV2A,1,Line,SILV2A,SILR2A,1,Line,direct_label
302430,60001931.0,Open,Closed,1.0,ORLA_SW1_8,RED_BLUFF1_8,1,Line,ORLA_SW1_8,RED_BLUFF1_8,1,Line,direct_label
3054,60000163.0,Open,Closed,0.526,NTHLK_N8,IRV_VR2_8,1,Line,NTHLK_N8,IRV_VR2_8,1,Line,direct_label
305604,60111665.0,Open,Closed,0.824,TESLA7A,TESLA1A,1,Transformer,TESLA7A,TESLA1A,1,Transformer,direct_label
305618,60111666.0,Closed,Open,0.176,TESLA7A,TESLA1A,3,Transformer,TESLA7A,TESLA1A,3,Transformer,direct_label
307362,60000250.0,Open,Closed,1.0,COPPCVE_8,KILCLARRDT_8,1,Line,KILCLARRDT_8,COPPCVE_8,1,Line,direct_label
3129,60003490.0,Open,Closed,1.0,BROOKHOL2A,P_LAVACA2A,1,Line,BROOKHOL2A,P_LAVACA2A,1,Line,direct_label
313123,60111073.0,Open,Closed,0.882,HAMILTON4A,HAMILTON1B,2,Transformer,HAMILTON4A,HAMILTON1B,2,Transformer,direct_label
314621,60005459.0,Open,Closed,1.0,PANDALE2A,ILLN2A,1,Line,PANDALE2A,ILLN2A,1,Line,direct_label
3150,60001022.0,Open,Closed,0.571,P_BUDA__9_1_,P_CENTEX9_1_,1,Line,P_BUDA__9_1_,P_CENTEX9_1_,1,Line,direct_label
3157,60013294.0,Open,Closed,1.0,ABPLTTP2A,ABPOWERS2A,1,Line,ABPOWERS2A,ABPLTTP2A,1,Line,direct_label
3182,60000436.0,Open,Closed,1.0,NTHLK_S8,ELMFK2T_8,1,Line,NTHLK_S8,ELMFK2T_8,1,Line,direct_label
321429,60112589.0,Open,Closed,1.0,BORDAS2_5,BRDS_JAVEL2B,02,Transformer,BRDS_JAVEL2B,BORDAS2_5,02,Transformer,direct_label
321439,60008786.0,Open,Closed,1.0,BORDAS_5,BORDAS2_5,1,Line,BORDAS2_5,BORDAS_5,1,Line,direct_label
3224,60005077.0,Open,Closed,0.65,L_GASCCR5_1Y,GOAT_1_5,1,Line,L_GASCCR5_1Y,GOAT_1_5,1,Line,direct_label
3242,60002557.0,Open,Closed,1.0,DIALVILL_9,RUSK_9,2,Line,DIALVILL_9,RUSK_9,2,Line,direct_label
3245,60006197.0,Open,Closed,1.0,MILHWY,MILITARY4A,3,Line,MILITARY4A,MILHWY,3,Line,direct_label
325253,60111700.0,Closed,Open,0.118,LARDSTAT4A,LARDSTAT0A,1,Transformer,LARDSTAT4A,LARDSTAT0A,1,Transformer,direct_label
326174,60047395.0,Open,Closed,1.0,TNPUCKTFLD0,TNOCOTILO_0,1,Line,TNPUCKTFLD0,TNOCOTILO_0,1,Line,direct_label
329180,60008928.0,Open,Closed,0.85,TARZANSW_8,MCKENZIEDR_8,1,Line,TARZANSW_8,MCKENZIEDR_8,1,Line,direct_label
329188,60008930.0,Open,Closed,0.85,TEXMABEE_8,MCKENZIEDR_8,1,Line,TEXMABEE_8,MCKENZIEDR_8,1,Line,direct_label
3333,60002541.0,Open,Closed,1.0,ARPCHIPR_9,ARP_9,1,Line,ARPCHIPR_9,ARP_9,1,Line,direct_label
3407,60001861.0,Open,Closed,0.9,BELTON1_8,TEMPLE_S1_8,1,Line,BELTON1_8,TEMPLE_S1_8,1,Line,direct_label
340987,60009290.0,Open,Closed,0.85,MCCAMPB4A,TPCO4B,2,Line,MCCAMPB4A,TPCO4B,2,Line,direct_label
3415,60007405.0,Open,Closed,1.0,TEMP_SS__8,TEMP_SS_R_8,3,Line,STEWRT__B138,WESTBY_R59_8,59,Line,direct_label
3428,60005222.0,Open,Closed,1.0,VRBS2A,HARI2A,1,Line,HARI2A,VRBS2A,1,Line,direct_label
3434,60006314.0,Open,Closed,0.7,NADASUB9,ELCAMPOSUB9,1,Line,ELCAMPOSUB9,NADASUB9,1,Line,direct_label
348,60002203.0,Open,Closed,1.0,NYLONTAP_8,NYLON_8,1,Line,NYLONTAP_8,NYLON_8,1,Line,direct_label
3492,60006287.0,Open,Closed,0.85,HILINESUB8,STEWART4A,1,Line,STEWART4A,HILINESUB8,1,Line,direct_label
3502,60003375.0,Open,Closed,0.65,TNBLUERDGE0,TNCLIMAX__0,1,Line,TNCLIMAX__0,TNBLUERDGE0,1,Line,direct_label
3566,60004683.0,Open,Closed,1.0,FALFUR2A,PREMONT2A,1,Line,FALFUR2A,PREMONT2A,1,Line,direct_label
3571,60004428.0,Open,Closed,0.75,DRISCOLLSUB9,RICARDOSUB9,1,Line,RICARDOSUB9,DRISCOLLSUB9,1,Line,direct_label
357826,60009646.0,Open,Closed,1.0,BLDSW_RC,WMUNS_RC,13,Line,BLDSW_RC,WMUNS_RC,13,Line,direct_label
3671,60004964.0,Open,Closed,0.75,GTWYETP4A,ST_NINO4A,1,Line,GTWYETP4A,ST_NINO4A,1,Line,direct_label
373934,60009955.0,Open,Closed,1.0,WHTSTLMNT_9,WHTSTLMNT1_8,1,Transformer,WHTSTLMNT_9,WHTSTLMNT1_8,1,Transformer,direct_label
377056,60110579.0,Open,Closed,1.0,COALSNDR_8,TNCOTTNWD_1,1,Line,COALSNDR_8,TNCOTTNWD_1,1,Line,direct_label
380353,60009620.0,Open,Closed,1.0,POWELLFI2A,BISON2A,1,Line,BISON2A,POWELLFI2A,1,Line,direct_label
3824,60009090.0,Open,Closed,0.8,ROBT2A,TUSCOLA2A,1,Line,TUSCOLA2A,ROBT2A,1,Line,direct_label
384314,60009769.0,Closed,Open,0.3,ENTLKI_9,ENLKTP_9,1,Line,ENLKTP_9,ENTLKI_9,1,Line,direct_label
392091,60009615.0,Closed,Open,0.3,CRMWD12A,ENLKTP_9,1,Line,CRMWD12A,ENLKTP_9,1,Line,direct_label
3987,60009052.0,Open,Closed,1.0,WALNTTAP2A,ABWALNUT2A,1,Line,ABWALNUT2A,WALNTTAP2A,1,Line,direct_label
398823,60009559.0,Open,Closed,0.889,KILN_FHD_E_8,KILN_FTHD_8,1,Line,KILN_FTHD_8,KILN_FHD_E_8,1,Line,direct_label
399803,60010151.0,Open,Closed,0.85,LITTMAN_8,NELSON_8,2,Line,LITTMAN_8,NELSON_8,2,Line,direct_label
403,60003659.0,Open,Closed,1.0,CARLOSSW,CARLOS,1,Line,CARLOS,CARLOSSW,1,Line,direct_label
4070,60005524.0,Open,Closed,1.0,VETRAN_X81T8,VETRAN81TP_8,81,Line,VETRAN81TP_8,VETRAN_X81T8,81,Line,direct_label
408997,60111002.0,Open,Closed,1.0,SGSA4A,SGSA2A,1,Transformer,SGSA4A,SGSA2A,1,Transformer,direct_label
4140,60006564.0,Open,Closed,1.0,S_PADRE4A,P_ISABEL4A,1,Line,S_PADRE4A,P_ISABEL4A,1,Line,direct_label
4147,60001353.0,Open,Closed,0.95,P_FRIEND8_1_,P_RUTHER8_1_,1,Line,P_FRIEND8_1_,P_RUTHER8_1_,1,Line,direct_label
4154,60006480.0,Open,Closed,0.5,EAGLE_PS4B,DC__BL_EAGLE,1,Line,EAGLE_PS4B,DC__BL_EAGLE,1,Line,direct_label
419224,60010125.0,Open,Closed,1.0,REDBUD,PROLINA_P8,1,Line,REDBUD,PROLINA_P8,1,Line,direct_label
420142,60012188.0,Open,Closed,0.6,SCARBIDE4A,STILLMAN,1,Line,SCARBIDE4A,STILLMAN,1,Line,direct_label
421818,60111868.0,Open,Closed,1.0,TXPET__X33T9,PR_PR_G2,3,Transformer,PR_PR_G2,TXPET__X33T9,3,Transformer,direct_label
432740,60010861.0,Open,Closed,0.9,ANDRCOSO_8,NOTSW_1_8,1,Line,ANDRCOSO_8,NOTSW_1_8,1,Line,direct_label
433584,60010995.0,Open,Closed,0.95,NEEDVL__B138,BG_CRK_S89_8,89,Line,NEEDVL__B138,BG_CRK_S89_8,89,Line,direct_label
434206,60098227.0,Open,Closed,0.833,TRICRN1_5,ELKTON_5,1,Line,TRICRN1_5,ELKTON_5,1,Line,direct_label
438080,60011288.0,Open,Closed,1.0,LENORAH_8,FLATLAND_8,1,Line,LENORAH_8,REDSALT_8,1,Line,direct_label
4434,60000356.0,Open,Closed,0.875,OATES,MSQTN1T_8,1,Line,OATES,MSQTN1T_8,1,Line,direct_label
4440,60003809.0,Open,Closed,1.0,CHLC_VER2A,VERN2A,1,Line,CHLC_VER2A,VERN2A,1,Line,direct_label
4452,60005260.0,Open,Closed,1.0,H_O_C___B69A,HIGHTS___B69,34,Line,H_O_C___B69A,HIGHTS___B69,34,Line,direct_label
449072,60011289.0,Open,Closed,0.941,OCEANIC_8,REDSALT_8,1,Line,OCEANIC_8,REDSALT_8,1,Line,direct_label
451531,60011361.0,Open,Closed,0.75,CLAYTON_345,PHNTMHL,2,Line,CLAYTON_345,PHNTMHL,2,Line,direct_label
4523,60003491.0,Open,Closed,1.0,PCOMFORT2A,BROOKHOL2A,1,Line,PCOMFORT2A,BROOKHOL2A,1,Line,direct_label
4579,60000406.0,Open,Closed,0.9,CHATFIELD,MONTFTSS__8,1,Line,CHATFIELD,MONTFTSS__8,1,Line,direct_label
468600,60011536.0,Open,Closed,0.632,VAN_8,TYLERSW_8,2,Line,VAN_8,TYLERSW_8,2,Line,direct_label
468636,60011301.0,Open,Closed,0.947,TYLERSW_9,CHANDLERW_9,1,Line,TYLERSW_9,CHANDLERW_9,1,Line,direct_label
470030,60068020.0,Open,Closed,1.0,SWIMMER,POOLVILLE_8,1,Line,SWIMMER,POOLVILLE_8,1,Line,direct_label
476559,60012989.0,Open,Closed,1.0,FRESTONE1_9,WTXGFPOD_9,1,Line,FRESTONE1_9,WTXGFPOD_9,1,Line,direct_label
481787,60012338.0,Open,Closed,1.0,PALMITO345,STEWART7A,1,Line,PALMITO345,STEWART7A,1,Line,direct_label
4849,60004278.0,Open,Closed,0.842,DEVINE2A,DEVSUBNRMOPN,1,Line,DEVINE2A,DEVSUBNRMOPN,1,Line,direct_label
4850,60002555.0,Open,Closed,1.0,JAXVL_9,REYNLDST_9,1,Line,JAXVL_9,REYNLDST_9,1,Line,direct_label
487,60000904.0,Open,Closed,1.0,EQUIPIPE1_9,MERTENS1_9,1,Line,EQUIPIPE1_9,MERTENS1_9,1,Line,direct_label
4871,60001132.0,Open,Closed,1.0,QUANEXSW9,SUNNYSIDESB9,1,Line,QUANEXSW9,SUNNYSIDESB9,1,Line,direct_label
487184,60011786.0,Open,Closed,1.0,LP_HOLLY3,T2STAR,1,Transformer,T2STAR,LP_HOLLY3,1,Transformer,direct_label
487185,60011784.0,Open,Closed,1.0,LP_HOLLY2,T2STAR,1,Transformer,T2STAR,LP_HOLLY2,1,Transformer,direct_label
487530,60012007.0,Closed,Open,0.3,SHELL__POI_8,BOGGY__POI_8,1,Line,BOGGY__POI_8,SHELL__POI_8,1,Line,direct_label
4896,60012271.0,Open,Closed,0.85,LIMEST_POI_5,NAVARRO,1,Line,LIMEST_POI_5,NAVARRO,1,Line,direct_label
493586,60011788.0,Open,Closed,0.55,LP_BRANDON2,LP_BRANDON1,1,Transformer,LP_BRANDON1,LP_BRANDON2,1,Transformer,direct_label
4968,60003143.0,Closed,Open,0.0,SHELL__POI_8,AIRPRO_POI_8,85,Line,SHELL__POI_8,AIRPRO_POI_8,85,Line,direct_label
499136,60013007.0,Open,Closed,1.0,WATMLL_W5,ELROD_5,3,Line,WATMLL_E5,ELROD_5,1,Line,direct_label
5004,60000558.0,Open,Closed,0.9,WHITEOAK_T,BRINKER_A8,1,Line,SULBLF1_8,SULSP_E_T8,1,Line,direct_label
507097,60011623.0,Open,Closed,0.95,CLINTN___B69,HARRIS___B69,1,Line,HARRIS___B69,CLINTN___B69,1,Line,direct_label
5100,60004824.0,Open,Closed,0.6,FRPHILLT2A,L_GILLES9_1Y,1,Line,FRPHILLT2A,L_GILLES9_1Y,1,Line,direct_label
5121,60002276.0,Open,Closed,0.824,L_TURTCR8_1Y,L_HUNT__8_1Y,1,Line,L_TURTCR8_1Y,L_HUNT__8_1Y,1,Line,direct_label
5144,60006800.0,Open,Closed,1.0,TNNRTHNNAT0,TNPUCKTFLD0,1,Line,TNNRTHNNAT0,TNPUCKTFLD0,1,Line,direct_label
5230,60004499.0,Open,Closed,1.0,E_BERN__B138,WALLIS_S65_8,65,Line,E_BERN__B138,WALLIS_S65_8,65,Line,direct_label
524384,60011930.0,Open,Closed,0.9,MCGREG_T_8,MOORE_MI_8,1,Line,MCGREG_T_8,MOORE_MI_8,1,Line,direct_label
5244,60002665.0,Open,Closed,0.842,AUSRNCH2_8,CRLTNFRK1_8,1,Line,HEBRON,CRLTNFRK1_8,1,Line,direct_label
5393,60004716.0,Open,Closed,1.0,SANA_TAP2A,FIREROCK2A,1,Line,SANA_TAP2A,FIREROCK2A,1,Line,direct_label
5415,60000089.0,Open,Closed,1.0,CRNTHSTHSW,CORINTHS1_8,1,Line,CRNTHSTHSW,CORINTHS1_8,1,Line,direct_label
54965,60003625.0,Open,Closed,0.85,WWORKTP2A,CAL_WWKS2A,1,Line,WWORKTP2A,CAL_WWKS2A,1,Line,direct_label
552447,60012167.0,Closed,Open,0.0,TRIBUTE4A,BENFICKL4A,1,Line,BENFICKL4A,TRIBUTE4A,1,Line,direct_label
553239,60012023.0,Closed,Open,0.0,PES1_8,H_O_C__POI_8,1,Line,PES1_8,H_O_C__POI_8,1,Line,direct_label
565986,60012181.0,Open,Closed,0.95,BULLMOOS4A,CLLCOTTE4A,1,Line,CLLCOTTE4A,BULLMOOS4A,1,Line,direct_label
565987,60012182.0,Open,Closed,0.95,BULLMOOS4A,HAISLEY4A,1,Line,HAISLEY4A,BULLMOOS4A,1,Line,direct_label
570163,60012317.0,Open,Closed,1.0,BTSTARTA_9,WILLSPNT_9,1,Line,WILLSPNT_9,BTSTARTA_9,1,Line,direct_label
570510,60012107.0,Open,Closed,1.0,MIDLDWNT_T8,MIDLDWNT_8,1,Line,MIDLDWNT_8,MIDLDWNT_T8,1,Line,direct_label
579486,60012206.0,Open,Closed,1.0,BAEZ2A,CHSEFLD2B,1,Line,CHSEFLD2B,BAEZ2A,1,Line,direct_label
583210,60012539.0,Open,Closed,0.643,WHITEPT4A,WHTPTDMY0B,1,Transformer,WHITEPT4A,WHTPTDMY0B,1,Transformer,direct_label
585029,60012482.0,Open,Closed,1.0,CONCHO2A,CRIS2A,1,Line,CRIS2A,CONCHO2A,1,Line,direct_label
585317,60012498.0,Open,Closed,0.8,ROSEMNT1_8,WDGWD1_T8,1,Line,WDGWD1_T8,ROSEMNT1_8,1,Line,direct_label
585347,60012603.0,Closed,Open,0.25,WDGWD2_T8,ROSEMNT1_8,1,Line,WDGWD2_T8,ROSEMNT1_8,1,Line,direct_label
596978,60012606.0,Open,Closed,1.0,AIRPRO_POI_8,BOGGY__POI_8,85,Line,BOGGY__POI_8,AIRPRO_POI_8,85,Line,direct_label
6021,60110712.0,Open,Closed,0.765,BROWN_5,BRNSVC1_3,1,Transformer,BROWN_5,BRNSVC1_3,1,Transformer,direct_label
605669,60012647.0,Open,Closed,1.0,MILLWOOD,6812,2,Line,MILLWOOD,6812,2,Line,direct_label
614146,60012772.0,Open,Closed,1.0,T_H_W___B138,T_H_W_81TPB8,81,Line,T_H_W___B138,T_H_W_95TP_8,81,Line,direct_label
620824,60012911.0,Open,Closed,1.0,GODDARD2_T8,GODDARD_8,1,Line,GODDARD_8,GODDARD2_T8,1,Line,direct_label
624203,60012916.0,Open,Closed,0.9,BEWLEY_8,MCGREG_T_8,3,Line,BEWLEY_8,MCGREG_T_8,3,Line,direct_label
625859,60012864.0,Open,Closed,0.95,LENORAH_8,EXPANSE_8,1,Line,LENORAH_8,EXPANSE_8,1,Line,direct_label
625864,60012865.0,Open,Closed,0.9,EXPANSE_8,SU_GRADY,1,Line,SU_GRADY,EXPANSE_8,1,Line,direct_label
639467,60013074.0,Open,Closed,1.0,BANKHEAD,BELLMNT_8,2,Line,BELLMNT_8,BANKHEAD,2,Line,direct_label
646759,60078141.0,Closed,Open,0.05,SEAQUIST2A,PUNCHER2A,1,Line,PUNCHER2A,SEAQUIST2A,1,Line,direct_label
646760,60078139.0,Closed,Open,0.05,SEAQUIST2A,MASN2A,1,Line,MASN2A,SEAQUIST2A,1,Line,direct_label
648350,60088877.0,Closed,Open,0.1,PORTILLA4A,CLLCOTTE4A,1,Line,CLLCOTTE4A,PORTILLA4A,1,Line,direct_label
648351,60088881.0,Closed,Open,0.1,PORTILLA4A,HAISLEY4A,1,Line,HAISLEY4A,PORTILLA4A,1,Line,direct_label
649,60005511.0,Open,Closed,1.0,JATN2A,PEAC2A,1,Line,PEAC2A,JATN2A,1,Line,direct_label
652967,60013046.0,Open,Closed,0.55,WILSHIRE_8,BURLSNSW_8,2,Line,WILSHIRE_8,BURLSNSW_8,2,Line,direct_label
653295,60089158.0,Closed,Open,0.0,PEPPERCRK_8,TEMP_NW2_8,2,Line,PEPPERCRK_8,TEMP_NW2_8,2,Line,direct_label
667608,60078166.0,Open,Closed,1.0,TEAL_8,TAYLOR_W1_8,2,Line,TAYLOR_W1_8,TEAL_8,2,Line,direct_label
672174,60091449.0,Closed,Open,0.375,RESNIK4A,CHENIERE4D,2,Line,RESNIK4A,CHENIERE4C,2,Line,direct_label
674525,60089184.0,Open,Closed,0.6,GARDEN___B69,BRING__S12_9,1,Line,GARDEN___B69,BRING__S12_9,1,Line,direct_label
675110,60091709.0,Closed,Open,0.4,LONHILL7A,REFORZAR7A,1,Line,LONHILL7A,REFORZAR7A,1,Line,direct_label
675111,60091712.0,Closed,Open,0.4,NEDIN7C,REFORZAR7A,1,Line,NEDIN7C,REFORZAR7A,1,Line,direct_label
680085,60089981.0,Open,Closed,1.0,RIOCOLRADTP9,RIOCOLRADSB9,1,Line,RIOCOLRADTP9,RIOCOLRADSB9,1,Line,direct_label
682155,60090469.0,Open,Closed,0.75,RUCKER,ELLISONSPG_9,1,Line,RUCKER,ELLISONSPG_9,1,Line,direct_label
683946,60089980.0,Open,Closed,1.0,BAYCITYSUB9,RIOCOLRADTP9,1,Line,BAYCITYSUB9,RIOCOLRADTP9,1,Line,direct_label
68935,60003600.0,Open,Closed,1.0,CACTUS2A,IRAN2A,1,Line,CACTUS2A,IRAN2A,1,Line,direct_label
695,60003810.0,Open,Closed,1.0,CHLC_VER2A,VRCP2A,1,Line,CHLC_VER2A,VRCP2A,1,Line,direct_label
699808,60091079.0,Open,Closed,1.0,HIDEOUT,RUNAWAY_8,2,Line,HIDEOUT,RUNAWAY_8,2,Line,direct_label
701948,60091708.0,Open,Closed,0.95,NEDIN7A,PALMITO345,1,Line,NEDIN7A,PALMITO345,1,Line,direct_label
704361,60091463.0,Open,Closed,0.667,FIREROCK2A,LKBRNWD_9,2,Line,FIREROCK2A,LKBRNWD_9,2,Line,direct_label
705904,60092086.0,Open,Closed,1.0,LON_HILL4A,L_SAXET_8_1Y,1,Line,LON_HILL4A,L_SAXET8_1Y,1,Line,direct_label
705905,60092087.0,Open,Closed,1.0,WEIL_TRC4A,L_SAXET_8_1Y,1,Line,WEIL_TRC4A,L_SAXET8_1Y,1,Line,direct_label
706676,60093135.0,Open,Closed,1.0,MCKENZIE4B,L_SAXET_8_1Y,1,Line,MCKENZIE4B,L_SAXET8_1Y,1,Line,direct_label
706858,60008708.0,Closed,Open,0.353,COYCTP4A,PLEASANT4A,1,Line,COYCTP4A,PLEASANT4A,1,Line,direct_label
709568,60093262.0,Closed,Open,0.278,BLACKSTCK_8,FRMVLWST_P8,2,Line,FRMVLWST_P8,BLACKSTCK_8,2,Line,direct_label
710707,60092129.0,Open,Closed,1.0,ATMEL1_T8,SHRPD1_T8,1,Line,SHRPD1_T8,ATMEL1_T8,1,Line,direct_label
710709,60092130.0,Open,Closed,1.0,ATMEL2_T8,SHRPD2_T8,1,Line,SHRPD2_T8,ATMEL2_T8,1,Line,direct_label
712033,60092470.0,Open,Closed,1.0,TENMILE_8,WATMLL_E8,11,Line,TENMILE_8,WATMLL_E8,11,Line,direct_label
712975,60095724.0,Closed,Open,0.471,FTGRIFFI2A,IBIS2A,1,Line,FTGRIFFI2A,IBIS2A,1,Line,direct_label
715049,60004091.0,Closed,Open,0.474,COYCTP4A,SUNNILN4A,1,Line,SUNNILN4A,COYCTP4A,1,Line,direct_label
716263,60093158.0,Closed,Open,0.143,WACO_E1_8,MCLANE_8,2,Line,WACOESUB1_8,MCLANE_8,2,Line,direct_label
716935,60094848.0,Closed,Open,0.158,BRADYRE2,RUDDER2A,1,Line,BRADYRE2,RUDDER2A,1,Line,direct_label
716936,60094849.0,Closed,Open,0.158,BRADYRE2,MAJOR2A,1,Line,BRADYRE2,MAJOR2A,1,Line,direct_label
719631,60004089.0,Closed,Open,0.474,FASHING4A,COYCTP4A,1,Line,FASHING4A,COYCTP4A,1,Line,direct_label
720325,60093268.0,Closed,Open,0.455,LONGCREK_5,MLBRRYCK_5,1,Line,MLBRRYCK_5,LONGCREK_5,1,Line,direct_label
726512,60093252.0,Open,Closed,1.0,ECHOLS_8,BRNSBORO_9,1,Line,ECHOLS_8,BRNSBORO_9,1,Line,direct_label
730907,60012750.0,Closed,Open,0.214,FDLITY_X21T8,GALENA21T1_8,1,Line,FDLITY_X21T8,GALENA21T1_8,1,Line,direct_label
730908,60012752.0,Closed,Open,0.214,GALENA21T1_8,WITTER21TP_8,1,Line,GALENA21T1_8,WITTER21TP_8,1,Line,direct_label
730922,60095298.0,Closed,Open,0.389,TANKER_X94B8,SPEAR__X94T8,1,Line,TANKER_X94B8,SPEAR__X94T8,1,Line,direct_label
730937,60012935.0,Closed,Open,0.214,GALENA21T1_8,GALENA21TP_8,21,Line,GALENA21T1_8,GALENA21TP_8,21,Line,direct_label
733914,60098209.0,Closed,Open,0.214,OAKLAND,SHILOH,1,Line,OAKLAND,SHILOH,1,Line,direct_label
733915,60098210.0,Closed,Open,0.214,OAKLAND,MCCREE8,1,Line,OAKLAND,MCCREE8,1,Line,direct_label
734629,60095718.0,Closed,Open,0.353,LKVEW_RC,6939,1,Line,LKVEW_RC,6939,1,Line,direct_label
735530,60095725.0,Closed,Open,0.471,BELKNAP2A,STASNEY2A,1,Line,BELKNAP2A,STASNEY2A,1,Line,direct_label
736181,60112085.0,Closed,Open,0.385,AZSP_SLR_8,AZSP_SLR_S1,T1,Transformer,AZSP_SLR_8,AZSP_SLR_S1,T1,Transformer,direct_label
736258,60097006.0,Closed,Open,0.2,WWORKTP2A,ODEM2A,1,Line,ODEM2A,WWORKTP2A,1,Line,direct_label
